Mainline/Low Cost,Dep Airport Code,Dep City Code,Arr Airport Code,Arr City Code,International/Domestic,Time series,Frequency
L,KIX,OSA,HAN,HAN,International,44805,30
M,KIX,OSA,TPE,TPE,International,44805,34
M,KIX,OSA,ICN,SEL,International,44805,14
M,ITM,OSA,CTS,SPK,Domestic,44805,1
M,ITM,OSA,AOJ,AOJ,Domestic,44805,90
M,ITM,OSA,AXT,AXT,Domestic,44805,90
L,KIX,OSA,OKA,OKA,Domestic,44805,30
L,KIX,OSA,OKA,OKA,Domestic,44805,161
M,ITM,OSA,FUK,FUK,Domestic,44805,86
M,ITM,OSA,KCZ,KCZ,Domestic,44805,180
M,ITM,OSA,AOJ,AOJ,Domestic,44805,4
M,ITM,OSA,SDJ,SDJ,Domestic,44805,1
M,KIX,OSA,ICN,SEL,International,44805,21
L,UKB,OSA,SHI,SHI,Domestic,44805,30
M,KIX,OSA,HND,TYO,Domestic,44805,4
M,ITM,OSA,CTS,SPK,Domestic,44805,30
M,KIX,OSA,ISG,ISG,Domestic,44805,28
M,ITM,OSA,OKA,OKA,Domestic,44805,60
M,ITM,OSA,FUK,FUK,Domestic,44805,30
M,ITM,OSA,FKS,FKS,Domestic,44805,60
M,KIX,OSA,TPE,TPE,International,44805,18
M,ITM,OSA,OIT,OIT,Domestic,44805,90
M,KIX,OSA,PVG,SHA,International,44805,4
L,KIX,OSA,CJU,CJU,International,44805,1
M,ITM,OSA,KOJ,KOJ,Domestic,44805,1
M,ITM,OSA,CTS,SPK,Domestic,44805,120
M,KIX,OSA,HND,TYO,Domestic,44805,31
M,ITM,OSA,SDJ,SDJ,Domestic,44805,32
L,KIX,OSA,NRT,TYO,Domestic,44805,178
M,ITM,OSA,HNA,HNA,Domestic,44805,120
L,KIX,OSA,CTS,SPK,Domestic,44805,30
M,KIX,OSA,ICN,SEL,International,44805,8
L,UKB,OSA,HND,TYO,Domestic,44805,180
M,ITM,OSA,SDJ,SDJ,Domestic,44805,149
M,ITM,OSA,KOJ,KOJ,Domestic,44805,180
L,KIX,OSA,NGS,NGS,Domestic,44805,47
M,ITM,OSA,KMI,KMI,Domestic,44805,60
L,KIX,OSA,TPE,TPE,International,44805,35
L,KIX,OSA,KUH,KUH,Domestic,44805,30
M,KIX,OSA,OKA,OKA,Domestic,44805,3
M,KIX,OSA,HAN,HAN,International,44805,8
M,KIX,OSA,TPE,TPE,International,44805,14
M,ITM,OSA,KMJ,KMJ,Domestic,44805,90
M,ITM,OSA,NGS,NGS,Domestic,44805,30
M,ITM,OSA,GAJ,GAJ,Domestic,44805,88
M,ITM,OSA,CTS,SPK,Domestic,44805,32
L,KIX,OSA,SDJ,SDJ,Domestic,44805,119
M,KIX,OSA,CTS,SPK,Domestic,44805,60
M,ITM,OSA,NGS,NGS,Domestic,44805,90
M,UKB,OSA,KCZ,KCZ,Domestic,44805,30
M,KIX,OSA,HAN,HAN,International,44805,14
M,ITM,OSA,FUK,FUK,Domestic,44805,30
M,ITM,OSA,KMI,KMI,Domestic,44805,90
M,ITM,OSA,FUK,FUK,Domestic,44805,30
M,KIX,OSA,CTS,SPK,Domestic,44805,30
M,ITM,OSA,ASJ,ASJ,Domestic,44805,30
M,ITM,OSA,HND,TYO,Domestic,44805,90
L,KIX,OSA,NRT,TYO,Domestic,44805,30
L,KIX,OSA,CTS,SPK,Domestic,44805,200
M,KIX,OSA,MNL,MNL,International,44805,30
M,KIX,OSA,SGN,SGN,International,44805,4
M,KIX,OSA,HND,TYO,Domestic,44805,29
M,ITM,OSA,FUK,FUK,Domestic,44805,60
M,ITM,OSA,FUK,FUK,Domestic,44805,30
M,ITM,OSA,HND,TYO,Domestic,44805,1
M,KIX,OSA,OKA,OKA,Domestic,44805,57
M,ITM,OSA,OKA,OKA,Domestic,44805,69
M,KIX,OSA,PUS,PUS,International,44805,12
M,ITM,OSA,KUM,KUM,Domestic,44805,30
M,KIX,OSA,MMY,MMY,Domestic,44805,30
M,KIX,OSA,HND,TYO,Domestic,44805,56
M,KIX,OSA,BKK,BKK,International,44805,1
M,UKB,OSA,MMJ,MMJ,Domestic,44805,60
L,KIX,OSA,CNS,CNS,International,44805,7
M,ITM,OSA,HND,TYO,Domestic,44805,20
M,KIX,OSA,OKA,OKA,Domestic,44805,90
M,KIX,OSA,MMY,MMY,Domestic,44805,2
M,ITM,OSA,MYJ,MYJ,Domestic,44805,60
M,ITM,OSA,HKD,HKD,Domestic,44805,30
M,ITM,OSA,HND,TYO,Domestic,44805,4
M,ITM,OSA,MYJ,MYJ,Domestic,44805,60
M,ITM,OSA,HND,TYO,Domestic,44805,130
M,KIX,OSA,BKK,BKK,International,44805,2
M,ITM,OSA,AXT,AXT,Domestic,44805,60
M,KIX,OSA,CTS,SPK,Domestic,44805,60
M,ITM,OSA,KIJ,KIJ,Domestic,44805,60
M,KIX,OSA,HKG,HKG,International,44805,3
M,KIX,OSA,ICN,SEL,International,44805,4
L,UKB,OSA,SDJ,SDJ,Domestic,44805,60
L,KIX,OSA,OKA,OKA,Domestic,44805,30
M,ITM,OSA,FKS,FKS,Domestic,44805,60
M,ITM,OSA,AOJ,AOJ,Domestic,44805,86
L,UKB,OSA,OKA,OKA,Domestic,44805,90
M,KIX,OSA,HKG,HKG,International,44805,45
M,ITM,OSA,OKA,OKA,Domestic,44805,30
M,ITM,OSA,SDJ,SDJ,Domestic,44805,208
M,ITM,OSA,KIJ,KIJ,Domestic,44805,60
M,KIX,OSA,ICN,SEL,International,44805,5
M,KIX,OSA,TSN,TSN,International,44805,4
L,KIX,OSA,HKG,HKG,International,44805,13
L,UKB,OSA,CTS,SPK,Domestic,44805,90
L,KIX,OSA,SGN,SGN,International,44805,30
M,ITM,OSA,KIJ,KIJ,Domestic,44805,56
M,ITM,OSA,SDJ,SDJ,Domestic,44805,60
M,KIX,OSA,HND,TYO,Domestic,44805,150
M,ITM,OSA,OKA,OKA,Domestic,44805,7
M,KIX,OSA,SGN,SGN,International,44805,8
M,ITM,OSA,KMI,KMI,Domestic,44805,90
M,UKB,OSA,AOJ,AOJ,Domestic,44805,30
L,KIX,OSA,MNL,MNL,International,44805,2
M,ITM,OSA,OIT,OIT,Domestic,44805,90
M,ITM,OSA,KOJ,KOJ,Domestic,44805,119
M,ITM,OSA,KMJ,KMJ,Domestic,44805,30
M,KIX,OSA,HGH,HGH,International,44805,3
M,ITM,OSA,OIT,OIT,Domestic,44805,30
L,KIX,OSA,KOJ,KOJ,Domestic,44805,103
L,UKB,OSA,OKA,OKA,Domestic,44805,130
M,ITM,OSA,OKA,OKA,Domestic,44805,11
L,KIX,OSA,ASJ,ASJ,Domestic,44805,30
M,KIX,OSA,HNL,HNL,International,44805,29
M,ITM,OSA,AXT,AXT,Domestic,44805,30
M,ITM,OSA,HND,TYO,Domestic,44805,2
M,ITM,OSA,KOJ,KOJ,Domestic,44805,60
M,ITM,OSA,KIJ,KIJ,Domestic,44805,60
M,KIX,OSA,BKK,BKK,International,44805,3
M,ITM,OSA,HND,TYO,Domestic,44805,44
M,KIX,OSA,DXB,DXB,International,44805,26
M,ITM,OSA,CTS,SPK,Domestic,44805,1
M,ITM,OSA,SDJ,SDJ,Domestic,44805,30
M,KIX,OSA,MMY,MMY,Domestic,44805,30
M,ITM,OSA,IZO,IZO,Domestic,44805,30
M,UKB,OSA,CTS,SPK,Domestic,44805,60
M,KIX,OSA,CDG,PAR,International,44805,3
L,UKB,OSA,NGS,NGS,Domestic,44805,90
L,KIX,OSA,MMB,MMB,Domestic,44805,30
M,ITM,OSA,OKA,OKA,Domestic,44805,3
M,KIX,OSA,MMY,MMY,Domestic,44805,28
M,ITM,OSA,HND,TYO,Domestic,44805,51
M,ITM,OSA,MYJ,MYJ,Domestic,44805,210
L,KIX,OSA,SIN,SIN,International,44805,14
M,KIX,OSA,TPE,TPE,International,44805,2
M,KIX,OSA,CDG,PAR,International,44805,10
M,UKB,OSA,HNA,HNA,Domestic,44835,31
M,KIX,OSA,SGN,SGN,International,44835,4
L,KIX,OSA,OKA,OKA,Domestic,44835,167
M,ITM,OSA,FUK,FUK,Domestic,44835,90
M,KIX,OSA,CTS,SPK,Domestic,44835,62
M,ITM,OSA,OKI,OKI,Domestic,44835,1
M,KIX,OSA,ICN,SEL,International,44835,19
L,KIX,OSA,SIN,SIN,International,44835,21
M,ITM,OSA,FKS,FKS,Domestic,44835,58
M,ITM,OSA,SDJ,SDJ,Domestic,44835,31
M,ITM,OSA,HND,TYO,Domestic,44835,300
M,ITM,OSA,KMI,KMI,Domestic,44835,92
M,KIX,OSA,HND,TYO,Domestic,44835,3
L,UKB,OSA,HND,TYO,Domestic,44835,174
M,KIX,OSA,OKA,OKA,Domestic,44835,52
M,KIX,OSA,TAO,TAO,International,44835,5
M,KIX,OSA,ICN,SEL,International,44835,2
M,ITM,OSA,SDJ,SDJ,Domestic,44835,217
M,ITM,OSA,NRT,TYO,Domestic,44835,2
L,UKB,OSA,KOJ,KOJ,Domestic,44835,58
M,ITM,OSA,KMJ,KMJ,Domestic,44835,60
L,KIX,OSA,SHE,SHE,International,44835,2
M,ITM,OSA,GAJ,GAJ,Domestic,44835,5
M,UKB,OSA,CTS,SPK,Domestic,44835,20
M,ITM,OSA,CTS,SPK,Domestic,44835,2
M,KIX,OSA,HND,TYO,Domestic,44835,5
L,KIX,OSA,MNL,MNL,International,44835,12
M,KIX,OSA,SIN,SIN,International,44835,33
M,ITM,OSA,OIT,OIT,Domestic,44835,93
M,KIX,OSA,HND,TYO,Domestic,44835,2
M,KIX,OSA,PVG,SHA,International,44835,4
M,ITM,OSA,KMI,KMI,Domestic,44835,69
M,ITM,OSA,HND,TYO,Domestic,44835,97
M,KIX,OSA,TPE,TPE,International,44835,22
M,KIX,OSA,HAN,HAN,International,44835,5
L,KIX,OSA,PUS,PUS,International,44835,31
M,ITM,OSA,NGS,NGS,Domestic,44835,1
M,ITM,OSA,FUK,FUK,Domestic,44835,62
M,ITM,OSA,SDJ,SDJ,Domestic,44835,29
L,KIX,OSA,TPE,TPE,International,44835,40
M,KIX,OSA,HND,TYO,Domestic,44835,48
M,ITM,OSA,KMJ,KMJ,Domestic,44835,31
M,KIX,OSA,HKG,HKG,International,44835,36
M,ITM,OSA,FKS,FKS,Domestic,44835,62
L,KIX,OSA,NGS,NGS,Domestic,44835,33
M,KIX,OSA,CDG,PAR,International,44835,1
M,ITM,OSA,CTS,SPK,Domestic,44835,1
M,ITM,OSA,AOJ,AOJ,Domestic,44835,93
M,ITM,OSA,KMI,KMI,Domestic,44835,86
M,KIX,OSA,NKG,NKG,International,44835,2
M,KIX,OSA,LAX,LAX,International,44835,1
M,KIX,OSA,PUS,PUS,International,44835,41
M,ITM,OSA,KOJ,KOJ,Domestic,44835,188
M,KIX,OSA,KUL,KUL,International,44835,21
M,ITM,OSA,KMJ,KMJ,Domestic,44835,93
M,ITM,OSA,NGS,NGS,Domestic,44835,89
M,ITM,OSA,KOJ,KOJ,Domestic,44835,32
M,KIX,OSA,HKG,HKG,International,44835,4
M,ITM,OSA,KMI,KMI,Domestic,44835,91
L,KIX,OSA,MMB,MMB,Domestic,44835,29
L,KIX,OSA,ICN,SEL,International,44835,65
M,KIX,OSA,ICN,SEL,International,44835,2
M,KIX,OSA,ICN,SEL,International,44835,25
M,KIX,OSA,MNL,MNL,International,44835,29
L,KIX,OSA,FUK,FUK,Domestic,44835,95
M,KIX,OSA,ICN,SEL,International,44835,1
M,ITM,OSA,IZO,IZO,Domestic,44835,95
M,KIX,OSA,TPE,TPE,International,44835,1
L,UKB,OSA,SDJ,SDJ,Domestic,44835,58
M,ITM,OSA,ASJ,ASJ,Domestic,44835,31
L,KIX,OSA,KMI,KMI,Domestic,44835,52
M,ITM,OSA,KOJ,KOJ,Domestic,44835,60
L,KIX,OSA,KMI,KMI,Domestic,44835,2
M,KIX,OSA,HND,TYO,Domestic,44835,29
M,KIX,OSA,ICN,SEL,International,44835,3
M,ITM,OSA,HND,TYO,Domestic,44835,16
M,ITM,OSA,FUK,FUK,Domestic,44835,62
M,ITM,OSA,MYJ,MYJ,Domestic,44835,213
M,ITM,OSA,OKI,OKI,Domestic,44835,30
M,ITM,OSA,FUK,FUK,Domestic,44835,24
M,ITM,OSA,SDJ,SDJ,Domestic,44835,22
M,ITM,OSA,KCZ,KCZ,Domestic,44835,2
L,KIX,OSA,ISG,ISG,Domestic,44835,58
M,KIX,OSA,HAN,HAN,International,44835,15
M,ITM,OSA,AXT,AXT,Domestic,44835,93
M,KIX,OSA,CTS,SPK,Domestic,44835,24
M,ITM,OSA,HND,TYO,Domestic,44835,3
M,ITM,OSA,OIT,OIT,Domestic,44835,93
L,KIX,OSA,CTS,SPK,Domestic,44835,31
M,ITM,OSA,KOJ,KOJ,Domestic,44835,31
L,KIX,OSA,CNS,CNS,International,44835,8
L,KIX,OSA,KUH,KUH,Domestic,44835,30
L,KIX,OSA,HKG,HKG,International,44835,26
M,ITM,OSA,MYJ,MYJ,Domestic,44835,62
M,KIX,OSA,MMY,MMY,Domestic,44835,22
M,UKB,OSA,AOJ,AOJ,Domestic,44835,31
M,ITM,OSA,KMJ,KMJ,Domestic,44835,7
L,UKB,OSA,NGS,NGS,Domestic,44835,87
M,ITM,OSA,OKA,OKA,Domestic,44835,29
L,KIX,OSA,SGN,SGN,International,44835,31
M,ITM,OSA,HKD,HKD,Domestic,44835,2
M,ITM,OSA,NGS,NGS,Domestic,44835,35
M,KIX,OSA,CDG,PAR,International,44835,12
M,ITM,OSA,HND,TYO,Domestic,44835,55
M,UKB,OSA,MMJ,MMJ,Domestic,44835,62
M,ITM,OSA,SDJ,SDJ,Domestic,44835,63
L,UKB,OSA,SHI,SHI,Domestic,44835,29
M,ITM,OSA,HND,TYO,Domestic,44835,86
M,ITM,OSA,KIJ,KIJ,Domestic,44835,60
M,ITM,OSA,HND,TYO,Domestic,44835,34
M,ITM,OSA,AXT,AXT,Domestic,44835,35
L,KIX,OSA,ICN,SEL,International,44835,2
M,UKB,OSA,CTS,SPK,Domestic,44835,11
M,ITM,OSA,OIT,OIT,Domestic,44835,31
M,ITM,OSA,FKS,FKS,Domestic,44835,4
M,ITM,OSA,OKA,OKA,Domestic,44835,50
M,ITM,OSA,GAJ,GAJ,Domestic,44835,88
M,KIX,OSA,HKG,HKG,International,44835,19
M,KIX,OSA,TSN,TSN,International,44835,2
M,ITM,OSA,HND,TYO,Domestic,44835,24
M,ITM,OSA,HND,TYO,Domestic,44835,47
L,KIX,OSA,NRT,TYO,Domestic,44835,189
M,KIX,OSA,BKK,BKK,International,44835,5
M,KIX,OSA,PUS,PUS,International,44835,2
M,KIX,OSA,ICN,SEL,International,44835,2
M,KIX,OSA,BKK,BKK,International,44835,24
M,ITM,OSA,CTS,SPK,Domestic,44835,124
M,UKB,OSA,HND,TYO,Domestic,44835,9
M,ITM,OSA,HND,TYO,Domestic,44835,7
M,ITM,OSA,HND,TYO,Domestic,44835,59
M,ITM,OSA,KIJ,KIJ,Domestic,44835,64
M,KIX,OSA,HKG,HKG,International,44835,17
L,KIX,OSA,KHH,KHH,International,44835,1
M,KIX,OSA,ISG,ISG,Domestic,44835,3
M,KIX,OSA,HND,TYO,Domestic,44835,153
M,KIX,OSA,HND,TYO,Domestic,44835,1
M,ITM,OSA,KIJ,KIJ,Domestic,44835,69
L,KIX,OSA,GMP,SEL,International,44835,4
M,ITM,OSA,MSJ,MSJ,Domestic,44835,31
M,KIX,OSA,OKA,OKA,Domestic,44835,93
M,KIX,OSA,ICN,SEL,International,44835,21
M,KIX,OSA,ICN,SEL,International,44835,3
M,KIX,OSA,HGH,HGH,International,44835,2
M,KIX,OSA,MMY,MMY,Domestic,44835,31
M,ITM,OSA,KCZ,KCZ,Domestic,44835,184
M,ITM,OSA,HKD,HKD,Domestic,44835,29
M,KIX,OSA,DXB,DXB,International,44835,27
M,KIX,OSA,CDG,PAR,International,44835,1
M,ITM,OSA,AXT,AXT,Domestic,44835,58
M,UKB,OSA,CTS,SPK,Domestic,44835,62
L,KIX,OSA,PUS,PUS,International,44835,2
M,ITM,OSA,KMJ,KMJ,Domestic,44835,64
M,ITM,OSA,OKA,OKA,Domestic,44835,28
M,ITM,OSA,SDJ,SDJ,Domestic,44835,133
M,ITM,OSA,OKA,OKA,Domestic,44835,62
M,ITM,OSA,KMI,KMI,Domestic,44835,3
M,ITM,OSA,OKA,OKA,Domestic,44835,1
M,ITM,OSA,KUM,KUM,Domestic,44835,31
L,KIX,OSA,OKA,OKA,Domestic,44835,29
M,KIX,OSA,TPE,TPE,International,44835,1
M,ITM,OSA,FUK,FUK,Domestic,44835,2
L,KIX,OSA,MMB,MMB,Domestic,44835,1
L,UKB,OSA,CTS,SPK,Domestic,44835,87
L,KIX,OSA,CJU,CJU,International,44835,1
L,KIX,OSA,NRT,TYO,Domestic,44835,29
M,KIX,OSA,ICN,SEL,International,44835,6
M,ITM,OSA,FUK,FUK,Domestic,44835,31
L,KIX,OSA,KIJ,KIJ,Domestic,44835,31
M,KIX,OSA,MMY,MMY,Domestic,44835,9
M,ITM,OSA,OKA,OKA,Domestic,44835,8
M,KIX,OSA,HND,TYO,Domestic,44835,28
M,ITM,OSA,TJH,TJH,Domestic,44835,62
M,ITM,OSA,IZO,IZO,Domestic,44835,29
M,KIX,OSA,HND,TYO,Domestic,44835,23
M,KIX,OSA,HNL,HNL,International,44835,4
M,KIX,OSA,LAX,LAX,International,44835,4
L,KIX,OSA,MNL,MNL,International,44835,10
M,KIX,OSA,SGN,SGN,International,44835,9
M,ITM,OSA,KIJ,KIJ,Domestic,44835,55
L,UKB,OSA,OKA,OKA,Domestic,44835,116
L,KIX,OSA,OKA,OKA,Domestic,44835,31
L,KIX,OSA,KOJ,KOJ,Domestic,44835,95
M,ITM,OSA,KOJ,KOJ,Domestic,44835,123
M,ITM,OSA,NGS,NGS,Domestic,44835,123
M,KIX,OSA,TSN,TSN,International,44835,2
M,KIX,OSA,HND,TYO,Domestic,44835,64
M,ITM,OSA,CTS,SPK,Domestic,44835,15
L,KIX,OSA,CTS,SPK,Domestic,44835,199
L,KIX,OSA,HAN,HAN,International,44835,31
M,KIX,OSA,ICN,SEL,International,44835,5
M,ITM,OSA,OKA,OKA,Domestic,44835,2
L,KIX,OSA,ICN,SEL,International,44835,9
M,UKB,OSA,KCZ,KCZ,Domestic,44835,31
M,KIX,OSA,NKG,NKG,International,44835,1
M,KIX,OSA,ISG,ISG,Domestic,44835,4
L,KIX,OSA,MNL,MNL,International,44835,4
M,UKB,OSA,HND,TYO,Domestic,44835,27
M,ITM,OSA,HND,TYO,Domestic,44835,97
M,KIX,OSA,ICN,SEL,International,44835,9
M,KIX,OSA,BKK,BKK,International,44835,7
M,KIX,OSA,CTS,SPK,Domestic,44835,53
M,KIX,OSA,HAN,HAN,International,44835,2
M,KIX,OSA,ISG,ISG,Domestic,44835,31
L,KIX,OSA,SDJ,SDJ,Domestic,44835,117
L,KIX,OSA,BKK,BKK,International,44835,10
M,ITM,OSA,OKA,OKA,Domestic,44835,3
M,KIX,OSA,TPE,TPE,International,44835,16
M,ITM,OSA,KIJ,KIJ,Domestic,44835,62
M,KIX,OSA,ISG,ISG,Domestic,44835,24
M,KIX,OSA,ICN,SEL,International,44835,17
M,ITM,OSA,AOJ,AOJ,Domestic,44835,93
M,ITM,OSA,CTS,SPK,Domestic,44835,31
M,KIX,OSA,OKA,OKA,Domestic,44835,72
M,ITM,OSA,CTS,SPK,Domestic,44835,110
M,UKB,OSA,HND,TYO,Domestic,44835,26
M,KIX,OSA,HNL,HNL,International,44835,27
L,KIX,OSA,ICN,SEL,International,44835,76
M,ITM,OSA,HND,TYO,Domestic,44835,78
M,ITM,OSA,OKA,OKA,Domestic,44835,1
L,UKB,OSA,OKA,OKA,Domestic,44835,93
M,ITM,OSA,MYJ,MYJ,Domestic,44835,64
L,KIX,OSA,ASJ,ASJ,Domestic,44835,31
M,KIX,OSA,CTS,SPK,Domestic,44835,55
M,KIX,OSA,TPE,TPE,International,44835,17
M,ITM,OSA,KMJ,KMJ,Domestic,44835,86
M,ITM,OSA,HKD,HKD,Domestic,44835,31
M,KIX,OSA,TPE,TPE,International,44835,37
M,ITM,OSA,HND,TYO,Domestic,44835,27
L,UKB,OSA,IBR,IBR,Domestic,44835,87
M,KIX,OSA,MNL,MNL,International,44835,2
M,KIX,OSA,TPE,TPE,International,44835,13
M,ITM,OSA,NRT,TYO,Domestic,44835,31
M,ITM,OSA,HNA,HNA,Domestic,44835,124
M,KIX,OSA,GUM,GUM,International,44835,13
L,KIX,OSA,ISG,ISG,Domestic,44835,4
M,UKB,OSA,KIJ,KIJ,Domestic,44835,31
M,KIX,OSA,HND,TYO,Domestic,44835,45
M,ITM,OSA,FUK,FUK,Domestic,44835,39
L,KIX,OSA,ICN,SEL,International,44835,31
M,ITM,OSA,MYJ,MYJ,Domestic,44866,60
M,UKB,OSA,AOJ,AOJ,Domestic,44866,30
M,ITM,OSA,FUK,FUK,Domestic,44866,3
M,ITM,OSA,HKD,HKD,Domestic,44866,26
L,UKB,OSA,CTS,SPK,Domestic,44866,72
L,KIX,OSA,ICN,SEL,International,44866,87
M,ITM,OSA,KOJ,KOJ,Domestic,44866,1
L,UKB,OSA,SDJ,SDJ,Domestic,44866,48
M,KIX,OSA,TPE,TPE,International,44866,1
M,ITM,OSA,SDJ,SDJ,Domestic,44866,60
M,KIX,OSA,TAO,TAO,International,44866,2
L,UKB,OSA,SHI,SHI,Domestic,44866,24
M,KIX,OSA,SGN,SGN,International,44866,1
M,KIX,OSA,PUS,PUS,International,44866,15
M,ITM,OSA,AXT,AXT,Domestic,44866,90
M,ITM,OSA,KIJ,KIJ,Domestic,44866,30
M,KIX,OSA,PUS,PUS,International,44866,43
M,ITM,OSA,OIT,OIT,Domestic,44866,30
M,KIX,OSA,ICN,SEL,International,44866,13
M,KIX,OSA,ICN,SEL,International,44866,10
M,ITM,OSA,KOJ,KOJ,Domestic,44866,122
M,ITM,OSA,HND,TYO,Domestic,44866,76
M,KIX,OSA,ISG,ISG,Domestic,44866,30
M,ITM,OSA,KIJ,KIJ,Domestic,44866,60
L,KIX,OSA,ASJ,ASJ,Domestic,44866,18
M,ITM,OSA,OIT,OIT,Domestic,44866,90
M,ITM,OSA,FUK,FUK,Domestic,44866,60
M,KIX,OSA,NKG,NKG,International,44866,2
L,KIX,OSA,MMB,MMB,Domestic,44866,13
M,UKB,OSA,KCZ,KCZ,Domestic,44866,30
M,KIX,OSA,ICN,SEL,International,44866,10
M,ITM,OSA,KMJ,KMJ,Domestic,44866,30
M,KIX,OSA,HKG,HKG,International,44866,6
M,KIX,OSA,ICN,SEL,International,44866,5
L,KIX,OSA,SDJ,SDJ,Domestic,44866,90
M,ITM,OSA,OKA,OKA,Domestic,44866,1
M,KIX,OSA,HNL,HNL,International,44866,30
M,ITM,OSA,AOJ,AOJ,Domestic,44866,90
L,KIX,OSA,MNL,MNL,International,44866,26
L,UKB,OSA,OKA,OKA,Domestic,44866,90
M,KIX,OSA,ICN,SEL,International,44866,4
M,KIX,OSA,NKG,NKG,International,44866,2
M,ITM,OSA,CTS,SPK,Domestic,44866,86
M,KIX,OSA,OKA,OKA,Domestic,44866,90
M,KIX,OSA,KHH,KHH,International,44866,14
M,ITM,OSA,HKD,HKD,Domestic,44866,1
L,KIX,OSA,OKA,OKA,Domestic,44866,30
M,ITM,OSA,MYJ,MYJ,Domestic,44866,60
M,KIX,OSA,ISG,ISG,Domestic,44866,30
L,KIX,OSA,TPE,TPE,International,44866,48
L,KIX,OSA,SIN,SIN,International,44866,30
M,KIX,OSA,PUS,PUS,International,44866,1
M,KIX,OSA,CDG,PAR,International,44866,2
M,UKB,OSA,HNA,HNA,Domestic,44866,30
M,KIX,OSA,ICN,SEL,International,44866,3
M,ITM,OSA,KUM,KUM,Domestic,44866,30
L,KIX,OSA,KHH,KHH,International,44866,8
M,ITM,OSA,KMI,KMI,Domestic,44866,60
M,ITM,OSA,MSJ,MSJ,Domestic,44866,30
M,UKB,OSA,HND,TYO,Domestic,44866,36
M,KIX,OSA,HND,TYO,Domestic,44866,31
M,ITM,OSA,FUK,FUK,Domestic,44866,30
L,KIX,OSA,ICN,SEL,International,44866,27
M,ITM,OSA,HND,TYO,Domestic,44866,29
M,UKB,OSA,KIJ,KIJ,Domestic,44866,30
M,ITM,OSA,TJH,TJH,Domestic,44866,60
M,ITM,OSA,OKA,OKA,Domestic,44866,1
M,UKB,OSA,MMJ,MMJ,Domestic,44866,60
L,KIX,OSA,SHE,SHE,International,44866,4
M,KIX,OSA,MMY,MMY,Domestic,44866,30
L,KIX,OSA,ICN,SEL,International,44866,40
L,KIX,OSA,ISG,ISG,Domestic,44866,60
L,KIX,OSA,GMP,SEL,International,44866,60
M,KIX,OSA,TAO,TAO,International,44866,1
M,KIX,OSA,TPE,TPE,International,44866,12
M,KIX,OSA,TSN,TSN,International,44866,3
M,ITM,OSA,FUK,FUK,Domestic,44866,119
M,ITM,OSA,FUK,FUK,Domestic,44866,58
M,ITM,OSA,KMI,KMI,Domestic,44866,3
M,KIX,OSA,GUM,GUM,International,44866,9
M,KIX,OSA,BKK,BKK,International,44866,4
M,KIX,OSA,HKG,HKG,International,44866,56
M,ITM,OSA,KIJ,KIJ,Domestic,44866,60
M,KIX,OSA,HAN,HAN,International,44866,21
M,ITM,OSA,OKA,OKA,Domestic,44866,37
L,UKB,OSA,IBR,IBR,Domestic,44866,72
M,ITM,OSA,KOJ,KOJ,Domestic,44866,30
M,KIX,OSA,TPE,TPE,International,44866,3
M,KIX,OSA,ICN,SEL,International,44866,1
M,KIX,OSA,DXB,DXB,International,44866,30
M,ITM,OSA,HND,TYO,Domestic,44866,2
M,ITM,OSA,HND,TYO,Domestic,44866,5
M,UKB,OSA,CTS,SPK,Domestic,44866,60
M,ITM,OSA,FUK,FUK,Domestic,44866,60
M,UKB,OSA,CTS,SPK,Domestic,44866,30
M,ITM,OSA,KOJ,KOJ,Domestic,44866,30
M,ITM,OSA,NGS,NGS,Domestic,44866,88
M,KIX,OSA,HKG,HKG,International,44866,26
M,ITM,OSA,FKS,FKS,Domestic,44866,30
M,ITM,OSA,KIJ,KIJ,Domestic,44866,60
M,ITM,OSA,MYJ,MYJ,Domestic,44866,180
M,ITM,OSA,HND,TYO,Domestic,44866,9
L,UKB,OSA,NGS,NGS,Domestic,44866,72
M,ITM,OSA,HND,TYO,Domestic,44866,52
M,KIX,OSA,CDG,PAR,International,44866,3
L,KIX,OSA,CTS,SPK,Domestic,44866,30
M,ITM,OSA,KMI,KMI,Domestic,44866,60
M,KIX,OSA,HND,TYO,Domestic,44866,87
L,KIX,OSA,CNS,CNS,International,44866,11
M,ITM,OSA,HND,TYO,Domestic,44866,19
M,ITM,OSA,KMJ,KMJ,Domestic,44866,90
M,KIX,OSA,LAX,LAX,International,44866,4
M,KIX,OSA,ICN,SEL,International,44866,28
M,ITM,OSA,KOJ,KOJ,Domestic,44866,210
L,KIX,OSA,NRT,TYO,Domestic,44866,240
M,KIX,OSA,PUS,PUS,International,44866,1
M,ITM,OSA,NGS,NGS,Domestic,44866,32
M,ITM,OSA,KMJ,KMJ,Domestic,44866,90
M,KIX,OSA,TPE,TPE,International,44866,30
M,KIX,OSA,HKG,HKG,International,44866,1
M,KIX,OSA,HKG,HKG,International,44866,1
L,KIX,OSA,KUH,KUH,Domestic,44866,17
M,KIX,OSA,MNL,MNL,International,44866,2
M,KIX,OSA,BKK,BKK,International,44866,30
M,ITM,OSA,CTS,SPK,Domestic,44866,120
M,ITM,OSA,SDJ,SDJ,Domestic,44866,60
M,ITM,OSA,FKS,FKS,Domestic,44866,30
L,KIX,OSA,NGS,NGS,Domestic,44866,58
