Mainline/Low Cost,Dep Airport Code,Dep City Code,Arr Airport Code,Arr City Code,International/Domestic,Time series,Frequency
M,KIX,OSA,SGN,SGN,International,44713,9
M,ITM,OSA,AOJ,AOJ,Domestic,44713,90
M,KIX,OSA,HND,TYO,Domestic,44713,32
M,ITM,OSA,MYJ,MYJ,Domestic,44713,60
M,ITM,OSA,AXT,AXT,Domestic,44713,30
L,UKB,OSA,SDJ,SDJ,Domestic,44713,60
M,ITM,OSA,FUK,FUK,Domestic,44713,1
M,ITM,OSA,OIT,OIT,Domestic,44713,30
M,UKB,OSA,AOJ,AOJ,Domestic,44713,30
L,KIX,OSA,PVG,SHA,International,44713,1
M,ITM,OSA,KOJ,KOJ,Domestic,44713,89
M,KIX,OSA,ICN,SEL,International,44713,5
M,KIX,OSA,ISG,ISG,Domestic,44713,30
L,KIX,OSA,ICN,SEL,International,44713,11
M,ITM,OSA,OIT,OIT,Domestic,44713,88
M,UKB,OSA,KCZ,KCZ,Domestic,44713,30
L,KIX,OSA,ASJ,ASJ,Domestic,44713,30
M,ITM,OSA,MYJ,MYJ,Domestic,44713,60
M,KIX,OSA,MNL,MNL,International,44713,30
M,KIX,OSA,TPE,TPE,International,44713,17
M,ITM,OSA,KOJ,KOJ,Domestic,44713,30
L,KIX,OSA,KOJ,KOJ,Domestic,44713,52
M,ITM,OSA,KIJ,KIJ,Domestic,44713,60
M,KIX,OSA,HKG,HKG,International,44713,13
M,ITM,OSA,KOJ,KOJ,Domestic,44713,60
L,KIX,OSA,SDJ,SDJ,Domestic,44713,111
M,ITM,OSA,ASJ,ASJ,Domestic,44713,30
L,KIX,OSA,TPE,TPE,International,44713,1
M,ITM,OSA,KMI,KMI,Domestic,44713,1
M,ITM,OSA,MYJ,MYJ,Domestic,44713,210
M,ITM,OSA,HND,TYO,Domestic,44713,64
M,ITM,OSA,FUK,FUK,Domestic,44713,60
L,KIX,OSA,MMB,MMB,Domestic,44713,24
M,ITM,OSA,HND,TYO,Domestic,44713,8
M,ITM,OSA,KOJ,KOJ,Domestic,44713,30
M,UKB,OSA,CTS,SPK,Domestic,44713,60
M,KIX,OSA,CDG,PAR,International,44713,13
M,ITM,OSA,NGS,NGS,Domestic,44713,30
M,KIX,OSA,MMY,MMY,Domestic,44713,30
L,UKB,OSA,NGS,NGS,Domestic,44713,90
M,ITM,OSA,HND,TYO,Domestic,44713,118
M,ITM,OSA,OKA,OKA,Domestic,44713,9
M,ITM,OSA,SDJ,SDJ,Domestic,44713,60
M,ITM,OSA,KIJ,KIJ,Domestic,44713,62
L,UKB,OSA,SHI,SHI,Domestic,44713,30
M,ITM,OSA,OKA,OKA,Domestic,44713,30
M,ITM,OSA,FUK,FUK,Domestic,44713,90
M,UKB,OSA,CTS,SPK,Domestic,44713,1
M,ITM,OSA,KOJ,KOJ,Domestic,44743,186
M,KIX,OSA,ICN,SEL,International,44743,18
L,UKB,OSA,NGS,NGS,Domestic,44743,93
M,ITM,OSA,KMJ,KMJ,Domestic,44743,90
M,KIX,OSA,MMY,MMY,Domestic,44743,58
L,KIX,OSA,OKA,OKA,Domestic,44743,31
M,KIX,OSA,CTS,SPK,Domestic,44743,62
M,ITM,OSA,IZO,IZO,Domestic,44743,31
M,ITM,OSA,AOJ,AOJ,Domestic,44743,93
M,KIX,OSA,ICN,SEL,International,44743,1
M,KIX,OSA,BKK,BKK,International,44743,18
M,ITM,OSA,KUM,KUM,Domestic,44743,31
L,UKB,OSA,CTS,SPK,Domestic,44743,93
M,KIX,OSA,HND,TYO,Domestic,44743,17
M,KIX,OSA,SIN,SIN,International,44743,31
M,ITM,OSA,HND,TYO,Domestic,44743,18
L,KIX,OSA,KIJ,KIJ,Domestic,44743,25
M,KIX,OSA,HND,TYO,Domestic,44743,31
M,KIX,OSA,CDG,PAR,International,44743,13
M,ITM,OSA,KMI,KMI,Domestic,44743,62
M,KIX,OSA,HKG,HKG,International,44743,40
M,KIX,OSA,HNL,HNL,International,44743,3
L,KIX,OSA,KUH,KUH,Domestic,44743,31
L,KIX,OSA,MNL,MNL,International,44743,5
M,ITM,OSA,SDJ,SDJ,Domestic,44743,31
M,KIX,OSA,OKA,OKA,Domestic,44743,62
M,ITM,OSA,HND,TYO,Domestic,44743,74
M,ITM,OSA,OIT,OIT,Domestic,44743,4
L,KIX,OSA,TPE,TPE,International,44743,1
M,KIX,OSA,TPE,TPE,International,44743,18
M,ITM,OSA,MYJ,MYJ,Domestic,44743,215
M,ITM,OSA,HND,TYO,Domestic,44743,56
M,KIX,OSA,BKK,BKK,International,44743,5
M,KIX,OSA,HAN,HAN,International,44743,7
M,ITM,OSA,MYJ,MYJ,Domestic,44743,64
M,ITM,OSA,KIJ,KIJ,Domestic,44743,62
L,KIX,OSA,SDJ,SDJ,Domestic,44743,124
M,KIX,OSA,KUL,KUL,International,44743,9
L,KIX,OSA,ISG,ISG,Domestic,44743,62
M,KIX,OSA,CTS,SPK,Domestic,44743,6
M,UKB,OSA,KIJ,KIJ,Domestic,44743,31
M,KIX,OSA,ICN,SEL,International,44743,9
M,KIX,OSA,HKG,HKG,International,44743,10
M,ITM,OSA,KCZ,KCZ,Domestic,44743,1
M,UKB,OSA,CTS,SPK,Domestic,44743,31
M,ITM,OSA,FUK,FUK,Domestic,44743,62
M,KIX,OSA,GUM,GUM,International,44743,14
M,ITM,OSA,FKS,FKS,Domestic,44743,62
L,KIX,OSA,KMI,KMI,Domestic,44743,52
M,ITM,OSA,HND,TYO,Domestic,44743,120
M,ITM,OSA,HND,TYO,Domestic,44743,43
M,ITM,OSA,HKD,HKD,Domestic,44743,31
M,ITM,OSA,HNA,HNA,Domestic,44743,124
M,KIX,OSA,LAX,LAX,International,44743,4
L,KIX,OSA,ICN,SEL,International,44743,18
M,ITM,OSA,KMJ,KMJ,Domestic,44743,48
M,ITM,OSA,OKA,OKA,Domestic,44743,34
M,KIX,OSA,TPE,TPE,International,44743,14
M,ITM,OSA,MSJ,MSJ,Domestic,44743,31
M,ITM,OSA,NRT,TYO,Domestic,44743,31
M,KIX,OSA,ISG,ISG,Domestic,44743,31
M,ITM,OSA,KIJ,KIJ,Domestic,44743,45
M,ITM,OSA,OKA,OKA,Domestic,44743,6
M,KIX,OSA,HND,TYO,Domestic,44743,35
M,ITM,OSA,KMJ,KMJ,Domestic,44743,76
M,KIX,OSA,TPE,TPE,International,44743,34
M,ITM,OSA,FUK,FUK,Domestic,44743,31
M,ITM,OSA,HND,TYO,Domestic,44743,171
M,ITM,OSA,FUK,FUK,Domestic,44743,31
M,KIX,OSA,TPE,TPE,International,44743,13
M,KIX,OSA,SGN,SGN,International,44743,10
M,ITM,OSA,SDJ,SDJ,Domestic,44743,217
M,ITM,OSA,KMI,KMI,Domestic,44743,93
M,KIX,OSA,ISG,ISG,Domestic,44743,2
L,UKB,OSA,HND,TYO,Domestic,44743,186
L,KIX,OSA,HAN,HAN,International,44743,31
M,ITM,OSA,CTS,SPK,Domestic,44743,141
L,KIX,OSA,OKA,OKA,Domestic,44743,159
M,KIX,OSA,HND,TYO,Domestic,44743,62
M,KIX,OSA,OKA,OKA,Domestic,44743,88
L,UKB,OSA,KOJ,KOJ,Domestic,44743,62
M,ITM,OSA,KMJ,KMJ,Domestic,44743,2
L,KIX,OSA,OKA,OKA,Domestic,44743,20
M,ITM,OSA,KOJ,KOJ,Domestic,44743,31
M,KIX,OSA,ICN,SEL,International,44743,9
M,ITM,OSA,KOJ,KOJ,Domestic,44743,31
M,KIX,OSA,MMY,MMY,Domestic,44743,4
M,ITM,OSA,CTS,SPK,Domestic,44743,3
M,UKB,OSA,KCZ,KCZ,Domestic,44743,31
M,ITM,OSA,FUK,FUK,Domestic,44743,93
L,KIX,OSA,FUK,FUK,Domestic,44743,108
M,KIX,OSA,TPE,TPE,International,44743,1
M,ITM,OSA,TJH,TJH,Domestic,44743,62
M,ITM,OSA,AOJ,AOJ,Domestic,44743,93
M,UKB,OSA,AOJ,AOJ,Domestic,44743,31
L,KIX,OSA,NRT,TYO,Domestic,44743,31
M,KIX,OSA,BKK,BKK,International,44743,13
L,KIX,OSA,CNS,CNS,International,44743,4
M,ITM,OSA,HND,TYO,Domestic,44743,32
L,KIX,OSA,ICN,SEL,International,44743,48
M,KIX,OSA,HND,TYO,Domestic,44743,58
M,ITM,OSA,CTS,SPK,Domestic,44743,45
M,KIX,OSA,SGN,SGN,International,44743,3
L,KIX,OSA,MMB,MMB,Domestic,44743,29
M,ITM,OSA,NGS,NGS,Domestic,44743,31
M,ITM,OSA,NGS,NGS,Domestic,44743,93
M,KIX,OSA,CEB,CEB,International,44743,2
M,ITM,OSA,KMJ,KMJ,Domestic,44743,104
M,ITM,OSA,MMB,MMB,Domestic,44743,10
M,ITM,OSA,FUK,FUK,Domestic,44743,31
M,KIX,OSA,ISG,ISG,Domestic,44743,29
M,ITM,OSA,KOJ,KOJ,Domestic,44743,45
M,ITM,OSA,FUK,FUK,Domestic,44743,31
M,KIX,OSA,DLC,DLC,International,44743,4
L,UKB,OSA,OKA,OKA,Domestic,44743,93
M,KIX,OSA,ICN,SEL,International,44743,31
M,KIX,OSA,MNL,MNL,International,44743,31
M,ITM,OSA,HND,TYO,Domestic,44743,90
M,ITM,OSA,KMI,KMI,Domestic,44743,103
M,KIX,OSA,HAN,HAN,International,44743,15
M,UKB,OSA,HNA,HNA,Domestic,44743,31
M,ITM,OSA,ASJ,ASJ,Domestic,44743,31
M,ITM,OSA,KOJ,KOJ,Domestic,44743,134
M,ITM,OSA,KCZ,KCZ,Domestic,44743,185
M,KIX,OSA,HKG,HKG,International,44743,13
M,UKB,OSA,HND,TYO,Domestic,44743,17
M,KIX,OSA,CTS,SPK,Domestic,44743,118
M,ITM,OSA,AXT,AXT,Domestic,44743,93
L,KIX,OSA,CTS,SPK,Domestic,44743,202
L,UKB,OSA,IBR,IBR,Domestic,44743,93
L,UKB,OSA,OKA,OKA,Domestic,44743,155
M,ITM,OSA,HKD,HKD,Domestic,44743,31
M,ITM,OSA,KMJ,KMJ,Domestic,44743,31
M,KIX,OSA,HND,TYO,Domestic,44743,155
M,UKB,OSA,CTS,SPK,Domestic,44743,62
M,ITM,OSA,OIT,OIT,Domestic,44743,93
L,KIX,OSA,KOJ,KOJ,Domestic,44743,112
M,ITM,OSA,KIJ,KIJ,Domestic,44743,62
M,KIX,OSA,DXB,DXB,International,44743,22
M,ITM,OSA,AXT,AXT,Domestic,44743,45
M,ITM,OSA,OKA,OKA,Domestic,44743,82
M,ITM,OSA,HND,TYO,Domestic,44743,25
M,KIX,OSA,HNL,HNL,International,44743,4
M,KIX,OSA,TSN,TSN,International,44743,2
M,ITM,OSA,NGS,NGS,Domestic,44743,124
L,KIX,OSA,MNL,MNL,International,44743,2
M,ITM,OSA,KIJ,KIJ,Domestic,44743,62
L,KIX,OSA,NGS,NGS,Domestic,44743,57
M,ITM,OSA,FKS,FKS,Domestic,44743,62
L,KIX,OSA,MNL,MNL,International,44743,1
M,ITM,OSA,CTS,SPK,Domestic,44743,124
M,KIX,OSA,OKA,OKA,Domestic,44743,62
M,ITM,OSA,SDJ,SDJ,Domestic,44743,62
M,ITM,OSA,OIT,OIT,Domestic,44743,31
M,KIX,OSA,MMY,MMY,Domestic,44743,31
M,UKB,OSA,MMJ,MMJ,Domestic,44743,62
M,ITM,OSA,CTS,SPK,Domestic,44743,31
M,KIX,OSA,HND,TYO,Domestic,44743,31
M,ITM,OSA,KMI,KMI,Domestic,44743,93
L,UKB,OSA,SHI,SHI,Domestic,44743,31
M,KIX,OSA,HND,TYO,Domestic,44743,2
M,UKB,OSA,HND,TYO,Domestic,44743,31
M,ITM,OSA,SDJ,SDJ,Domestic,44743,31
L,KIX,OSA,CTS,SPK,Domestic,44743,31
M,ITM,OSA,MYJ,MYJ,Domestic,44743,62
M,ITM,OSA,OKA,OKA,Domestic,44743,48
M,ITM,OSA,IZO,IZO,Domestic,44743,93
M,ITM,OSA,KIJ,KIJ,Domestic,44743,79
M,UKB,OSA,HND,TYO,Domestic,44743,14
M,ITM,OSA,ISG,ISG,Domestic,44743,17
L,KIX,OSA,ASJ,ASJ,Domestic,44743,32
L,KIX,OSA,MNL,MNL,International,44743,5
L,KIX,OSA,NRT,TYO,Domestic,44743,221
M,ITM,OSA,AXT,AXT,Domestic,44743,48
M,ITM,OSA,HND,TYO,Domestic,44743,301
M,ITM,OSA,SDJ,SDJ,Domestic,44743,155
L,KIX,OSA,SGN,SGN,International,44743,31
M,ITM,OSA,GAJ,GAJ,Domestic,44743,93
M,ITM,OSA,OKI,OKI,Domestic,44743,31
M,KIX,OSA,ICN,SEL,International,44743,4
M,KIX,OSA,HND,TYO,Domestic,44743,12
M,ITM,OSA,OKA,OKA,Domestic,44743,62
M,KIX,OSA,PUS,PUS,International,44743,10
M,ITM,OSA,OIT,OIT,Domestic,44743,89
M,ITM,OSA,OKA,OKA,Domestic,44743,5
L,UKB,OSA,SDJ,SDJ,Domestic,44743,62
M,KIX,OSA,KUL,KUL,International,44774,12
M,UKB,OSA,KCZ,KCZ,Domestic,44774,31
M,ITM,OSA,SDJ,SDJ,Domestic,44774,155
L,KIX,OSA,KUH,KUH,Domestic,44774,31
M,KIX,OSA,BKK,BKK,International,44774,4
M,ITM,OSA,KMI,KMI,Domestic,44774,123
M,KIX,OSA,ICN,SEL,International,44774,1
M,UKB,OSA,AOJ,AOJ,Domestic,44774,59
M,ITM,OSA,IZO,IZO,Domestic,44774,124
M,ITM,OSA,HND,TYO,Domestic,44774,84
L,KIX,OSA,MNL,MNL,International,44774,3
L,KIX,OSA,ISG,ISG,Domestic,44774,62
M,ITM,OSA,FKS,FKS,Domestic,44774,62
L,KIX,OSA,ICN,SEL,International,44774,52
M,ITM,OSA,HND,TYO,Domestic,44774,66
M,ITM,OSA,HND,TYO,Domestic,44774,81
M,ITM,OSA,ISG,ISG,Domestic,44774,31
M,ITM,OSA,OKA,OKA,Domestic,44774,62
M,ITM,OSA,HND,TYO,Domestic,44774,15
L,KIX,OSA,ASJ,ASJ,Domestic,44774,31
L,KIX,OSA,TPE,TPE,International,44774,7
M,ITM,OSA,OIT,OIT,Domestic,44774,85
L,KIX,OSA,NRT,TYO,Domestic,44774,31
L,KIX,OSA,ICN,SEL,International,44774,2
M,ITM,OSA,HND,TYO,Domestic,44774,1
M,KIX,OSA,BKK,BKK,International,44774,27
M,ITM,OSA,AXT,AXT,Domestic,44774,82
M,ITM,OSA,HNA,HNA,Domestic,44774,124
M,ITM,OSA,AOJ,AOJ,Domestic,44774,93
M,ITM,OSA,GAJ,GAJ,Domestic,44774,93
M,KIX,OSA,MNL,MNL,International,44774,28
M,KIX,OSA,HND,TYO,Domestic,44774,31
L,KIX,OSA,SDJ,SDJ,Domestic,44774,123
M,KIX,OSA,LAX,LAX,International,44774,5
M,ITM,OSA,FUK,FUK,Domestic,44774,31
M,KIX,OSA,ICN,SEL,International,44774,23
L,KIX,OSA,CTS,SPK,Domestic,44774,31
M,ITM,OSA,ASJ,ASJ,Domestic,44774,62
M,KIX,OSA,HKG,HKG,International,44774,10
M,ITM,OSA,NRT,TYO,Domestic,44774,31
L,KIX,OSA,OKA,OKA,Domestic,44774,31
L,KIX,OSA,CNS,CNS,International,44774,8
M,ITM,OSA,OIT,OIT,Domestic,44774,31
M,KIX,OSA,TPE,TPE,International,44774,36
M,KIX,OSA,ICN,SEL,International,44774,23
M,ITM,OSA,MMB,MMB,Domestic,44774,31
M,ITM,OSA,HND,TYO,Domestic,44774,16
M,ITM,OSA,TKN,TKN,Domestic,44774,2
M,ITM,OSA,NGS,NGS,Domestic,44774,124
L,KIX,OSA,KOJ,KOJ,Domestic,44774,123
L,UKB,OSA,OKA,OKA,Domestic,44774,154
M,ITM,OSA,AOJ,AOJ,Domestic,44774,8
M,KIX,OSA,HND,TYO,Domestic,44774,62
L,UKB,OSA,SHI,SHI,Domestic,44774,31
L,KIX,OSA,HAN,HAN,International,44774,31
M,ITM,OSA,MMJ,MMJ,Domestic,44774,31
M,KIX,OSA,TSN,TSN,International,44774,4
M,ITM,OSA,AXT,AXT,Domestic,44774,62
M,KIX,OSA,MMY,MMY,Domestic,44774,49
M,ITM,OSA,HKD,HKD,Domestic,44774,31
M,KIX,OSA,CTS,SPK,Domestic,44774,62
M,ITM,OSA,OKA,OKA,Domestic,44774,19
M,ITM,OSA,OIT,OIT,Domestic,44774,8
M,KIX,OSA,DXB,DXB,International,44774,21
M,KIX,OSA,SIN,SIN,International,44774,31
M,ITM,OSA,KIJ,KIJ,Domestic,44774,93
M,ITM,OSA,KUM,KUM,Domestic,44774,31
M,ITM,OSA,KOJ,KOJ,Domestic,44774,19
M,ITM,OSA,OKA,OKA,Domestic,44774,62
M,ITM,OSA,AXT,AXT,Domestic,44774,11
M,ITM,OSA,KMJ,KMJ,Domestic,44774,76
M,KIX,OSA,HKG,HKG,International,44774,9
M,ITM,OSA,CTS,SPK,Domestic,44774,155
M,KIX,OSA,HND,TYO,Domestic,44774,155
L,KIX,OSA,HKG,HKG,International,44774,4
M,ITM,OSA,SDJ,SDJ,Domestic,44774,217
L,KIX,OSA,MNL,MNL,International,44774,14
M,KIX,OSA,ISG,ISG,Domestic,44774,31
M,ITM,OSA,KOJ,KOJ,Domestic,44774,186
M,ITM,OSA,HND,TYO,Domestic,44774,306
L,KIX,OSA,FUK,FUK,Domestic,44774,101
M,ITM,OSA,KMI,KMI,Domestic,44774,93
M,ITM,OSA,KMJ,KMJ,Domestic,44774,62
M,KIX,OSA,HND,TYO,Domestic,44774,55
M,ITM,OSA,KOJ,KOJ,Domestic,44774,166
M,KIX,OSA,ICN,SEL,International,44774,2
M,KIX,OSA,ISG,ISG,Domestic,44774,3
M,UKB,OSA,CTS,SPK,Domestic,44774,31
M,UKB,OSA,HNA,HNA,Domestic,44774,31
M,ITM,OSA,MSJ,MSJ,Domestic,44774,31
M,UKB,OSA,HND,TYO,Domestic,44774,11
M,KIX,OSA,ICN,SEL,International,44774,3
M,KIX,OSA,OKA,OKA,Domestic,44774,62
L,KIX,OSA,ICN,SEL,International,44774,31
M,ITM,OSA,OKA,OKA,Domestic,44774,62
M,ITM,OSA,KMI,KMI,Domestic,44774,77
M,ITM,OSA,FUK,FUK,Domestic,44774,31
M,KIX,OSA,ISG,ISG,Domestic,44774,27
M,ITM,OSA,CTS,SPK,Domestic,44774,31
M,UKB,OSA,HND,TYO,Domestic,44774,1
M,ITM,OSA,OKI,OKI,Domestic,44774,31
L,KIX,OSA,MMB,MMB,Domestic,44774,31
L,UKB,OSA,CTS,SPK,Domestic,44774,93
L,UKB,OSA,OKA,OKA,Domestic,44774,93
M,ITM,OSA,MYJ,MYJ,Domestic,44774,206
M,KIX,OSA,DLC,DLC,International,44774,5
M,ITM,OSA,OKA,OKA,Domestic,44774,73
M,ITM,OSA,TJH,TJH,Domestic,44774,62
M,ITM,OSA,CTS,SPK,Domestic,44774,6
M,ITM,OSA,HND,TYO,Domestic,44774,60
M,KIX,OSA,ISG,ISG,Domestic,44774,1
L,KIX,OSA,CTS,SPK,Domestic,44774,220
M,ITM,OSA,FUK,FUK,Domestic,44774,42
M,KIX,OSA,ICN,SEL,International,44774,9
M,KIX,OSA,SGN,SGN,International,44774,1
M,ITM,OSA,FUK,FUK,Domestic,44774,62
M,KIX,OSA,HAN,HAN,International,44774,17
M,KIX,OSA,CTS,SPK,Domestic,44774,96
M,KIX,OSA,HAN,HAN,International,44774,5
M,ITM,OSA,IWJ,IWJ,Domestic,44774,11
L,UKB,OSA,NGS,NGS,Domestic,44774,93
M,ITM,OSA,FUK,FUK,Domestic,44774,31
M,ITM,OSA,NGS,NGS,Domestic,44774,31
M,KIX,OSA,CDG,PAR,International,44774,13
M,KIX,OSA,CTS,SPK,Domestic,44774,27
M,KIX,OSA,TPE,TPE,International,44774,17
M,ITM,OSA,KOJ,KOJ,Domestic,44774,31
M,ITM,OSA,KIJ,KIJ,Domestic,44774,62
M,KIX,OSA,CEB,CEB,International,44774,2
M,ITM,OSA,AOJ,AOJ,Domestic,44774,93
M,ITM,OSA,MYJ,MYJ,Domestic,44774,62
M,KIX,OSA,ICN,SEL,International,44774,4
M,ITM,OSA,MYJ,MYJ,Domestic,44774,73
M,ITM,OSA,KCZ,KCZ,Domestic,44774,2
M,UKB,OSA,MMJ,MMJ,Domestic,44774,62
L,KIX,OSA,KMI,KMI,Domestic,44774,62
M,ITM,OSA,HND,TYO,Domestic,44774,165
M,ITM,OSA,FUK,FUK,Domestic,44774,82
L,KIX,OSA,OKA,OKA,Domestic,44774,155
M,KIX,OSA,ICN,SEL,International,44774,24
M,ITM,OSA,SDJ,SDJ,Domestic,44774,62
M,UKB,OSA,KIJ,KIJ,Domestic,44774,31
M,ITM,OSA,KCZ,KCZ,Domestic,44774,184
M,ITM,OSA,KIJ,KIJ,Domestic,44774,62
L,UKB,OSA,SDJ,SDJ,Domestic,44774,62
M,ITM,OSA,KOJ,KOJ,Domestic,44774,31
M,KIX,OSA,HND,TYO,Domestic,44774,38
M,ITM,OSA,KIJ,KIJ,Domestic,44774,62
M,ITM,OSA,HKD,HKD,Domestic,44774,31
M,KIX,OSA,BKK,BKK,International,44774,4
M,ITM,OSA,OIT,OIT,Domestic,44774,93
M,ITM,OSA,AXT,AXT,Domestic,44774,31
M,ITM,OSA,CTS,SPK,Domestic,44774,124
M,KIX,OSA,CTS,SPK,Domestic,44774,1
M,ITM,OSA,KIJ,KIJ,Domestic,44774,31
M,KIX,OSA,HND,TYO,Domestic,44774,1
M,ITM,OSA,AKJ,AKJ,Domestic,44774,31
M,KIX,OSA,HND,TYO,Domestic,44774,17
M,ITM,OSA,KMI,KMI,Domestic,44774,93
M,KIX,OSA,MNL,MNL,International,44774,2
M,KIX,OSA,HNL,HNL,International,44774,29
L,KIX,OSA,SGN,SGN,International,44774,31
M,KIX,OSA,GUM,GUM,International,44774,13
M,KIX,OSA,TAO,TAO,International,44774,2
L,UKB,OSA,IBR,IBR,Domestic,44774,93
M,KIX,OSA,OKA,OKA,Domestic,44774,93
M,KIX,OSA,TPE,TPE,International,44774,15
M,KIX,OSA,SGN,SGN,International,44774,13
L,UKB,OSA,KOJ,KOJ,Domestic,44774,62
L,KIX,OSA,MNL,MNL,International,44774,5
M,ITM,OSA,HND,TYO,Domestic,44774,81
M,KIX,OSA,HKG,HKG,International,44774,42
M,ITM,OSA,KMJ,KMJ,Domestic,44774,62
M,ITM,OSA,KMJ,KMJ,Domestic,44774,31
L,KIX,OSA,OKA,OKA,Domestic,44774,31
M,ITM,OSA,MMY,MMY,Domestic,44774,11
L,KIX,OSA,NRT,TYO,Domestic,44774,214
M,KIX,OSA,HND,TYO,Domestic,44774,31
M,ITM,OSA,KMJ,KMJ,Domestic,44774,140
M,KIX,OSA,DXB,DXB,International,44774,1
M,KIX,OSA,PUS,PUS,International,44774,15
M,KIX,OSA,ICN,SEL,International,44774,5
M,KIX,OSA,TAO,TAO,International,44774,1
M,KIX,OSA,TPE,TPE,International,44774,17
M,ITM,OSA,NGS,NGS,Domestic,44774,93
M,KIX,OSA,TSN,TSN,International,44774,1
M,ITM,OSA,CTS,SPK,Domestic,44774,56
M,KIX,OSA,PUS,PUS,International,44774,1
L,KIX,OSA,KIJ,KIJ,Domestic,44774,31
M,ITM,OSA,HND,TYO,Domestic,44774,1
M,ITM,OSA,HND,TYO,Domestic,44774,54
M,UKB,OSA,HND,TYO,Domestic,44774,31
M,ITM,OSA,SDJ,SDJ,Domestic,44774,31
M,KIX,OSA,OKA,OKA,Domestic,44774,22
M,UKB,OSA,CTS,SPK,Domestic,44774,62
M,KIX,OSA,MMY,MMY,Domestic,44774,13
M,UKB,OSA,HND,TYO,Domestic,44774,19
M,ITM,OSA,OKA,OKA,Domestic,44774,1
M,KIX,OSA,OKA,OKA,Domestic,44774,40
L,UKB,OSA,HND,TYO,Domestic,44774,186
L,KIX,OSA,NGS,NGS,Domestic,44774,61
M,ITM,OSA,TNE,TNE,Domestic,44774,31
M,ITM,OSA,FKS,FKS,Domestic,44774,62
M,KIX,OSA,MMY,MMY,Domestic,44774,31
M,ITM,OSA,SDJ,SDJ,Domestic,44774,31
M,KIX,OSA,HND,TYO,Domestic,44774,13
M,KIX,OSA,HNL,HNL,International,44774,14
M,KIX,OSA,MNL,MNL,International,44774,1
M,ITM,OSA,KMJ,KMJ,Domestic,44805,90
M,ITM,OSA,KMI,KMI,Domestic,44805,90
M,UKB,OSA,HND,TYO,Domestic,44805,30
M,KIX,OSA,HND,TYO,Domestic,44805,1
L,KIX,OSA,MNL,MNL,International,44805,15
M,KIX,OSA,BKK,BKK,International,44805,1
M,ITM,OSA,KMJ,KMJ,Domestic,44805,30
L,UKB,OSA,KOJ,KOJ,Domestic,44805,60
M,UKB,OSA,CTS,SPK,Domestic,44805,30
M,ITM,OSA,HND,TYO,Domestic,44805,24
M,KIX,OSA,ISG,ISG,Domestic,44805,30
L,KIX,OSA,SIN,SIN,International,44805,3
M,KIX,OSA,TAO,TAO,International,44805,4
M,ITM,OSA,HND,TYO,Domestic,44805,289
M,ITM,OSA,OKI,OKI,Domestic,44805,30
M,ITM,OSA,IZO,IZO,Domestic,44805,90
M,KIX,OSA,ICN,SEL,International,44805,11
L,KIX,OSA,FUK,FUK,Domestic,44805,100
M,KIX,OSA,CTS,SPK,Domestic,44805,30
M,ITM,OSA,GAJ,GAJ,Domestic,44805,2
M,ITM,OSA,MSJ,MSJ,Domestic,44805,30
M,KIX,OSA,PUS,PUS,International,44805,6
M,ITM,OSA,HKD,HKD,Domestic,44805,30
M,UKB,OSA,HNA,HNA,Domestic,44805,30
M,ITM,OSA,KMJ,KMJ,Domestic,44805,90
M,KIX,OSA,ISG,ISG,Domestic,44805,2
M,ITM,OSA,KOJ,KOJ,Domestic,44805,30
M,KIX,OSA,OKA,OKA,Domestic,44805,60
L,KIX,OSA,ICN,SEL,International,44805,16
M,KIX,OSA,BKK,BKK,International,44805,27
M,ITM,OSA,KOJ,KOJ,Domestic,44805,30
L,KIX,OSA,KIJ,KIJ,Domestic,44805,30
L,KIX,OSA,MNL,MNL,International,44805,5
M,ITM,OSA,TJH,TJH,Domestic,44805,60
M,UKB,OSA,HND,TYO,Domestic,44805,30
M,KIX,OSA,HND,TYO,Domestic,44805,33
M,ITM,OSA,CTS,SPK,Domestic,44805,119
M,KIX,OSA,LAX,LAX,International,44805,4
M,KIX,OSA,GUM,GUM,International,44805,13
M,KIX,OSA,ICN,SEL,International,44805,1
M,ITM,OSA,HND,TYO,Domestic,44805,4
M,ITM,OSA,HND,TYO,Domestic,44805,115
M,KIX,OSA,HNL,HNL,International,44805,5
L,KIX,OSA,KMI,KMI,Domestic,44805,60
M,ITM,OSA,NRT,TYO,Domestic,44805,30
L,UKB,OSA,IBR,IBR,Domestic,44805,90
M,KIX,OSA,TPE,TPE,International,44805,15
M,KIX,OSA,KUL,KUL,International,44805,13
M,KIX,OSA,HKG,HKG,International,44805,9
L,KIX,OSA,ISG,ISG,Domestic,44805,60
M,ITM,OSA,CTS,SPK,Domestic,44805,1
M,KIX,OSA,HND,TYO,Domestic,44805,86
M,ITM,OSA,HND,TYO,Domestic,44805,59
L,KIX,OSA,ICN,SEL,International,44805,42
M,ITM,OSA,HND,TYO,Domestic,44805,67
M,KIX,OSA,TPE,TPE,International,44805,4
L,KIX,OSA,ICN,SEL,International,44805,26
M,KIX,OSA,ICN,SEL,International,44805,25
M,KIX,OSA,SIN,SIN,International,44805,30
M,ITM,OSA,NGS,NGS,Domestic,44805,120
M,UKB,OSA,KIJ,KIJ,Domestic,44805,30
M,KIX,OSA,HKG,HKG,International,44805,12
M,ITM,OSA,KIJ,KIJ,Domestic,44805,64
