Mainline/Low Cost,Dep Airport Code,Dep City Code,Arr Airport Code,Arr City Code,International/Domestic,Time series,Frequency
M,FUK,FUK,KIJ,KIJ,Domestic,Sep-22,60
M,FUK,FUK,ITM,OSA,Domestic,Sep-22,60
M,FUK,FUK,KMQ,KMQ,Domestic,Sep-22,120
M,FUK,FUK,SDJ,SDJ,Domestic,Sep-22,150
M,FUK,FUK,HND,TYO,Domestic,Sep-22,190
M,FUK,FUK,ASJ,ASJ,Domestic,Sep-22,30
L,FUK,FUK,BKK,BKK,International,Sep-22,17
M,FUK,FUK,HKG,HKG,International,Sep-22,9
M,FUK,FUK,HNA,HNA,Domestic,Sep-22,30
L,FUK,FUK,MNL,MNL,International,Sep-22,13
M,FUK,FUK,HND,TYO,Domestic,Sep-22,1
M,FUK,FUK,HND,TYO,Domestic,Sep-22,31
L,FUK,FUK,OKA,OKA,Domestic,Sep-22,120
M,FUK,FUK,HND,TYO,Domestic,Sep-22,37
M,FUK,FUK,ITM,OSA,Domestic,Sep-22,1
L,FUK,FUK,CTS,SPK,Domestic,Sep-22,32
M,FUK,FUK,NGO,NGO,Domestic,Sep-22,30
M,FUK,FUK,TPE,TPE,International,Sep-22,2
L,FUK,FUK,OKA,OKA,Domestic,Sep-22,30
M,FUK,FUK,OKA,OKA,Domestic,Sep-22,180
L,FUK,FUK,HND,TYO,Domestic,Sep-22,360
M,FUK,FUK,CTS,SPK,Domestic,Sep-22,30
M,FUK,FUK,KIJ,KIJ,Domestic,Sep-22,30
M,FUK,FUK,ITM,OSA,Domestic,Sep-22,1
L,FUK,FUK,IBR,IBR,Domestic,Sep-22,30
M,FUK,FUK,OKA,OKA,Domestic,Sep-22,23
M,FUK,FUK,HND,TYO,Domestic,Sep-22,300
M,FUK,FUK,TPE,TPE,International,Sep-22,11
M,FUK,FUK,NGO,NGO,Domestic,Sep-22,60
M,FUK,FUK,HND,TYO,Domestic,Sep-22,240
M,FUK,FUK,ICN,SEL,International,Sep-22,11
M,FUK,FUK,ITM,OSA,Domestic,Sep-22,30
M,FUK,FUK,PUS,PUS,International,Sep-22,10
L,FUK,FUK,NGO,NGO,Domestic,Sep-22,102
M,FUK,FUK,HND,TYO,Domestic,Sep-22,2
L,FUK,FUK,NRT,TYO,Domestic,Sep-22,60
M,FUK,FUK,TPE,TPE,International,Sep-22,12
M,FUK,FUK,HND,TYO,Domestic,Sep-22,1
M,FUK,FUK,CTS,SPK,Domestic,Sep-22,30
L,FUK,FUK,NRT,TYO,Domestic,Sep-22,308
L,FUK,FUK,CTS,SPK,Domestic,Sep-22,30
M,FUK,FUK,HND,TYO,Domestic,Sep-22,73
M,FUK,FUK,TPE,TPE,International,Sep-22,9
M,FUK,FUK,HND,TYO,Domestic,Sep-22,21
M,FUK,FUK,ICN,SEL,International,Sep-22,5
M,FUK,FUK,SDJ,SDJ,Domestic,Sep-22,60
M,FUK,FUK,FUJ,FUJ,Domestic,Sep-22,90
M,FUK,FUK,HND,TYO,Domestic,Sep-22,105
M,FUK,FUK,TPE,TPE,International,Sep-22,18
L,FUK,FUK,NRT,TYO,Domestic,Sep-22,29
M,FUK,FUK,OKA,OKA,Domestic,Sep-22,90
M,FUK,FUK,ITM,OSA,Domestic,Sep-22,29
M,FUK,FUK,MMJ,MMJ,Domestic,Sep-22,60
L,FUK,FUK,ICN,SEL,International,Sep-22,32
M,FUK,FUK,HND,TYO,Domestic,Sep-22,75
M,FUK,FUK,HND,TYO,Domestic,Sep-22,2
M,FUK,FUK,MNL,MNL,International,Sep-22,2
M,FUK,FUK,GUM,GUM,International,Sep-22,9
M,FUK,FUK,ITM,OSA,Domestic,Sep-22,85
M,FUK,FUK,SGN,SGN,International,Sep-22,9
M,FUK,FUK,HND,TYO,Domestic,Sep-22,6
M,FUK,FUK,AXJ,AXJ,Domestic,Sep-22,90
M,FUK,FUK,MNL,MNL,International,Sep-22,28
M,FUK,FUK,ICN,SEL,International,Sep-22,9
M,FUK,FUK,NKM,NGO,Domestic,Sep-22,150
L,FUK,FUK,TPE,TPE,International,Sep-22,30
M,FUK,FUK,ITM,OSA,Domestic,Sep-22,30
M,FUK,FUK,SIN,SIN,International,Sep-22,9
M,FUK,FUK,KMI,KMI,Domestic,Sep-22,210
L,FUK,FUK,OKA,OKA,Domestic,Sep-22,30
M,FUK,FUK,FSZ,FSZ,Domestic,Sep-22,120
L,FUK,FUK,HAN,HAN,International,Sep-22,13
L,FUK,FUK,HKG,HKG,International,Sep-22,13
M,FUK,FUK,KMI,KMI,Domestic,Sep-22,180
L,FUK,FUK,OKA,OKA,Domestic,Sep-22,90
M,FUK,FUK,HND,TYO,Domestic,Sep-22,53
L,FUK,FUK,ISG,ISG,Domestic,Sep-22,30
M,FUK,FUK,KOJ,KOJ,Domestic,Sep-22,30
M,FUK,FUK,ITM,OSA,Domestic,Sep-22,30
M,FUK,FUK,OKA,OKA,Domestic,Sep-22,124
M,FUK,FUK,NGO,NGO,Domestic,Sep-22,180
M,FUK,FUK,TKS,TKS,Domestic,Sep-22,60
M,FUK,FUK,HND,TYO,Domestic,Sep-22,28
M,FUK,FUK,HND,TYO,Domestic,Sep-22,5
M,FUK,FUK,KUM,KUM,Domestic,Sep-22,30
M,FUK,FUK,HAN,HAN,International,Sep-22,12
M,FUK,FUK,HND,TYO,Domestic,Sep-22,60
M,FUK,FUK,HND,TYO,Domestic,Sep-22,33
M,FUK,FUK,KCZ,KCZ,Domestic,Sep-22,60
M,FUK,FUK,TSJ,TSJ,Domestic,Sep-22,150
M,FUK,FUK,OKA,OKA,Domestic,Sep-22,3
L,FUK,FUK,KIX,OSA,Domestic,Sep-22,70
M,FUK,FUK,MYJ,MYJ,Domestic,Sep-22,120
M,FUK,FUK,HND,TYO,Domestic,Sep-22,1
M,FUK,FUK,HND,TYO,Domestic,Sep-22,55
M,FUK,FUK,IZO,IZO,Domestic,Sep-22,60
M,FUK,FUK,CTS,SPK,Domestic,Sep-22,60
L,FUK,FUK,NRT,TYO,Domestic,Oct-22,286
M,FUK,FUK,HKG,HKG,International,Oct-22,8
M,FUK,FUK,MNL,MNL,International,Oct-22,4
M,FUK,FUK,HND,TYO,Domestic,Oct-22,32
L,FUK,FUK,CTS,SPK,Domestic,Oct-22,2
L,FUK,FUK,CTS,SPK,Domestic,Oct-22,29
M,FUK,FUK,CTS,SPK,Domestic,Oct-22,1
M,FUK,FUK,KIJ,KIJ,Domestic,Oct-22,62
L,FUK,FUK,DMK,BKK,International,Oct-22,9
M,FUK,FUK,CTS,SPK,Domestic,Oct-22,28
M,FUK,FUK,HND,TYO,Domestic,Oct-22,1
M,FUK,FUK,HND,TYO,Domestic,Oct-22,33
L,FUK,FUK,HAN,HAN,International,Oct-22,13
L,FUK,FUK,ICN,SEL,International,Oct-22,58
M,FUK,FUK,SGN,SGN,International,Oct-22,9
M,FUK,FUK,ICN,SEL,International,Oct-22,9
L,FUK,FUK,BKK,BKK,International,Oct-22,22
L,FUK,FUK,MNL,MNL,International,Oct-22,1
L,FUK,FUK,ICN,SEL,International,Oct-22,71
M,FUK,FUK,CTS,SPK,Domestic,Oct-22,24
M,FUK,FUK,OKA,OKA,Domestic,Oct-22,137
L,FUK,FUK,ISG,ISG,Domestic,Oct-22,31
L,FUK,FUK,KIX,OSA,Domestic,Oct-22,31
L,FUK,FUK,OKA,OKA,Domestic,Oct-22,31
M,FUK,FUK,HND,TYO,Domestic,Oct-22,1
M,FUK,FUK,TSJ,TSJ,Domestic,Oct-22,155
M,FUK,FUK,HND,TYO,Domestic,Oct-22,249
M,FUK,FUK,ITM,OSA,Domestic,Oct-22,38
M,FUK,FUK,NGO,NGO,Domestic,Oct-22,186
M,FUK,FUK,TPE,TPE,International,Oct-22,10
M,FUK,FUK,HND,TYO,Domestic,Oct-22,281
M,FUK,FUK,BKK,BKK,International,Oct-22,1
L,FUK,FUK,HND,TYO,Domestic,Oct-22,348
L,FUK,FUK,PUS,PUS,International,Oct-22,31
M,FUK,FUK,MYJ,MYJ,Domestic,Oct-22,124
L,FUK,FUK,HKG,HKG,International,Oct-22,26
M,FUK,FUK,HND,TYO,Domestic,Oct-22,4
M,FUK,FUK,ICN,SEL,International,Oct-22,5
M,FUK,FUK,AXJ,AXJ,Domestic,Oct-22,93
M,FUK,FUK,NKM,NGO,Domestic,Oct-22,155
M,FUK,FUK,ICN,SEL,International,Oct-22,5
M,FUK,FUK,FUJ,FUJ,Domestic,Oct-22,93
M,FUK,FUK,ICN,SEL,International,Oct-22,4
L,FUK,FUK,TPE,TPE,International,Oct-22,31
M,FUK,FUK,IZO,IZO,Domestic,Oct-22,62
M,FUK,FUK,KOJ,KOJ,Domestic,Oct-22,31
L,FUK,FUK,OKA,OKA,Domestic,Oct-22,29
M,FUK,FUK,CTS,SPK,Domestic,Oct-22,62
M,FUK,FUK,ICN,SEL,International,Oct-22,14
L,FUK,FUK,OKA,OKA,Domestic,Oct-22,87
M,FUK,FUK,HND,TYO,Domestic,Oct-22,2
M,FUK,FUK,ITM,OSA,Domestic,Oct-22,31
M,FUK,FUK,NGO,NGO,Domestic,Oct-22,62
M,FUK,FUK,KCZ,KCZ,Domestic,Oct-22,62
L,FUK,FUK,PUS,PUS,International,Oct-22,4
L,FUK,FUK,NRT,TYO,Domestic,Oct-22,58
L,FUK,FUK,IBR,IBR,Domestic,Oct-22,29
L,FUK,FUK,NGO,NGO,Domestic,Oct-22,108
M,FUK,FUK,HND,TYO,Domestic,Oct-22,3
M,FUK,FUK,KIJ,KIJ,Domestic,Oct-22,31
M,FUK,FUK,KUM,KUM,Domestic,Oct-22,33
M,FUK,FUK,HND,TYO,Domestic,Oct-22,28
M,FUK,FUK,HND,TYO,Domestic,Oct-22,33
M,FUK,FUK,TKS,TKS,Domestic,Oct-22,62
L,FUK,FUK,KIX,OSA,Domestic,Oct-22,63
M,FUK,FUK,PUS,PUS,International,Oct-22,16
M,FUK,FUK,TPE,TPE,International,Oct-22,25
L,FUK,FUK,ICN,SEL,International,Oct-22,3
M,FUK,FUK,PUS,PUS,International,Oct-22,2
M,FUK,FUK,ITM,OSA,Domestic,Oct-22,87
M,FUK,FUK,FSZ,FSZ,Domestic,Oct-22,124
M,FUK,FUK,HND,TYO,Domestic,Oct-22,1
M,FUK,FUK,HND,TYO,Domestic,Oct-22,4
M,FUK,FUK,OKA,OKA,Domestic,Oct-22,18
M,FUK,FUK,TPE,TPE,International,Oct-22,17
M,FUK,FUK,ITM,OSA,Domestic,Oct-22,30
M,FUK,FUK,BKK,BKK,International,Oct-22,1
M,FUK,FUK,MMJ,MMJ,Domestic,Oct-22,62
M,FUK,FUK,KMI,KMI,Domestic,Oct-22,186
M,FUK,FUK,SDJ,SDJ,Domestic,Oct-22,62
L,FUK,FUK,OKA,OKA,Domestic,Oct-22,126
M,FUK,FUK,MNL,MNL,International,Oct-22,27
L,FUK,FUK,ICN,SEL,International,Oct-22,2
M,FUK,FUK,SIN,SIN,International,Oct-22,9
M,FUK,FUK,KMQ,KMQ,Domestic,Oct-22,124
M,FUK,FUK,ITM,OSA,Domestic,Oct-22,62
M,FUK,FUK,CTS,SPK,Domestic,Oct-22,7
M,FUK,FUK,KMI,KMI,Domestic,Oct-22,217
L,FUK,FUK,NRT,TYO,Domestic,Oct-22,30
M,FUK,FUK,PUS,PUS,International,Oct-22,26
L,FUK,FUK,CTS,SPK,Domestic,Oct-22,29
M,FUK,FUK,HND,TYO,Domestic,Oct-22,109
M,FUK,FUK,HAN,HAN,International,Oct-22,13
M,FUK,FUK,HND,TYO,Domestic,Oct-22,1
M,FUK,FUK,NGO,NGO,Domestic,Oct-22,31
M,FUK,FUK,ITM,OSA,Domestic,Oct-22,62
M,FUK,FUK,HND,TYO,Domestic,Oct-22,168
M,FUK,FUK,HND,TYO,Domestic,Oct-22,51
M,FUK,FUK,HND,TYO,Domestic,Oct-22,62
M,FUK,FUK,GUM,GUM,International,Oct-22,7
M,FUK,FUK,SDJ,SDJ,Domestic,Oct-22,155
M,FUK,FUK,OKA,OKA,Domestic,Oct-22,186
M,FUK,FUK,OKA,OKA,Domestic,Oct-22,93
M,FUK,FUK,HNA,HNA,Domestic,Oct-22,31
M,FUK,FUK,HND,TYO,Domestic,Oct-22,79
L,FUK,FUK,NRT,TYO,Domestic,Oct-22,2
M,FUK,FUK,ASJ,ASJ,Domestic,Oct-22,31
L,FUK,FUK,MNL,MNL,International,Oct-22,13
M,FUK,FUK,HND,TYO,Domestic,Oct-22,121
M,FUK,FUK,CTS,SPK,Domestic,Oct-22,2
M,FUK,FUK,HND,TYO,Domestic,Oct-22,109
M,FUK,FUK,TPE,TPE,International,Oct-22,13
M,FUK,FUK,FSZ,FSZ,Domestic,Nov-22,120
M,FUK,FUK,HND,TYO,Domestic,Nov-22,46
L,FUK,FUK,ICN,SEL,International,Nov-22,99
M,FUK,FUK,ITM,OSA,Domestic,Nov-22,119
L,FUK,FUK,HKG,HKG,International,Nov-22,47
M,FUK,FUK,ICN,SEL,International,Nov-22,6
M,FUK,FUK,ITM,OSA,Domestic,Nov-22,60
M,FUK,FUK,AXJ,AXJ,Domestic,Nov-22,90
M,FUK,FUK,HND,TYO,Domestic,Nov-22,30
M,FUK,FUK,ITM,OSA,Domestic,Nov-22,60
L,FUK,FUK,TPE,TPE,International,Nov-22,21
M,FUK,FUK,MNL,MNL,International,Nov-22,23
M,FUK,FUK,HND,TYO,Domestic,Nov-22,81
M,FUK,FUK,SIN,SIN,International,Nov-22,13
M,FUK,FUK,KOJ,KOJ,Domestic,Nov-22,30
M,FUK,FUK,ICN,SEL,International,Nov-22,29
L,FUK,FUK,OKA,OKA,Domestic,Nov-22,55
M,FUK,FUK,OKA,OKA,Domestic,Nov-22,150
L,FUK,FUK,BKK,BKK,International,Nov-22,28
M,FUK,FUK,ITM,OSA,Domestic,Nov-22,58
M,FUK,FUK,HND,TYO,Domestic,Nov-22,1
M,FUK,FUK,SGN,SGN,International,Nov-22,8
M,FUK,FUK,HND,TYO,Domestic,Nov-22,10
L,FUK,FUK,CTS,SPK,Domestic,Nov-22,30
L,FUK,FUK,ISG,ISG,Domestic,Nov-22,21
M,FUK,FUK,HND,TYO,Domestic,Nov-22,1
L,FUK,FUK,NRT,TYO,Domestic,Nov-22,44
M,FUK,FUK,HND,TYO,Domestic,Nov-22,2
M,FUK,FUK,KMI,KMI,Domestic,Nov-22,180
M,FUK,FUK,TPE,TPE,International,Nov-22,5
M,FUK,FUK,HND,TYO,Domestic,Nov-22,115
M,FUK,FUK,GUM,GUM,International,Nov-22,8
M,FUK,FUK,MNL,MNL,International,Nov-22,7
L,FUK,FUK,ICN,SEL,International,Nov-22,20
M,FUK,FUK,TPE,TPE,International,Nov-22,26
M,FUK,FUK,MMJ,MMJ,Domestic,Nov-22,60
L,FUK,FUK,ICN,SEL,International,Nov-22,30
M,FUK,FUK,KCZ,KCZ,Domestic,Nov-22,60
M,FUK,FUK,ICN,SEL,International,Nov-22,15
M,FUK,FUK,FUJ,FUJ,Domestic,Nov-22,90
M,FUK,FUK,SDJ,SDJ,Domestic,Nov-22,60
M,FUK,FUK,KMQ,KMQ,Domestic,Nov-22,120
M,FUK,FUK,TKS,TKS,Domestic,Nov-22,60
M,FUK,FUK,HND,TYO,Domestic,Nov-22,6
M,FUK,FUK,HAN,HAN,International,Nov-22,16
M,FUK,FUK,TPE,TPE,International,Nov-22,1
L,FUK,FUK,PUS,PUS,International,Nov-22,56
M,FUK,FUK,KIJ,KIJ,Domestic,Nov-22,30
M,FUK,FUK,TSJ,TSJ,Domestic,Nov-22,150
M,FUK,FUK,HND,TYO,Domestic,Nov-22,26
M,FUK,FUK,HND,TYO,Domestic,Nov-22,60
M,FUK,FUK,HND,TYO,Domestic,Nov-22,31
M,FUK,FUK,NKM,NGO,Domestic,Nov-22,150
M,FUK,FUK,ICN,SEL,International,Nov-22,1
L,FUK,FUK,KHH,KHH,International,Nov-22,2
M,FUK,FUK,ICN,SEL,International,Nov-22,29
L,FUK,FUK,KIX,OSA,Domestic,Nov-22,90
M,FUK,FUK,CTS,SPK,Domestic,Nov-22,60
M,FUK,FUK,ICN,SEL,International,Nov-22,1
M,FUK,FUK,MYJ,MYJ,Domestic,Nov-22,120
M,FUK,FUK,HND,TYO,Domestic,Nov-22,1
M,FUK,FUK,HND,TYO,Domestic,Nov-22,104
M,FUK,FUK,CTS,SPK,Domestic,Nov-22,3
L,FUK,FUK,PUS,PUS,International,Nov-22,73
M,FUK,FUK,TPE,TPE,International,Nov-22,30
M,FUK,FUK,KUM,KUM,Domestic,Nov-22,60
M,FUK,FUK,HND,TYO,Domestic,Nov-22,6
L,FUK,FUK,CTS,SPK,Domestic,Nov-22,41
M,FUK,FUK,ITM,OSA,Domestic,Nov-22,30
M,FUK,FUK,HND,TYO,Domestic,Nov-22,93
L,FUK,FUK,NRT,TYO,Domestic,Nov-22,318
M,FUK,FUK,CTS,SPK,Domestic,Nov-22,30
M,FUK,FUK,PUS,PUS,International,Nov-22,22
L,FUK,FUK,DMK,BKK,International,Nov-22,17
M,FUK,FUK,HND,TYO,Domestic,Nov-22,1
M,FUK,FUK,HKG,HKG,International,Nov-22,9
L,FUK,FUK,NGO,NGO,Domestic,Nov-22,110
M,FUK,FUK,TPE,TPE,International,Nov-22,18
M,FUK,FUK,NGO,NGO,Domestic,Nov-22,60
L,FUK,FUK,TAE,TAE,International,Nov-22,20
M,FUK,FUK,HND,TYO,Domestic,Nov-22,267
M,FUK,FUK,HND,TYO,Domestic,Nov-22,240
M,FUK,FUK,TPE,TPE,International,Nov-22,13
M,FUK,FUK,CTS,SPK,Domestic,Nov-22,57
M,FUK,FUK,HND,TYO,Domestic,Nov-22,31
L,FUK,FUK,IBR,IBR,Domestic,Nov-22,24
L,FUK,FUK,ICN,SEL,International,Nov-22,125
M,FUK,FUK,HND,TYO,Domestic,Nov-22,1
M,FUK,FUK,KMI,KMI,Domestic,Nov-22,210
L,FUK,FUK,NRT,TYO,Domestic,Nov-22,30
M,FUK,FUK,PUS,PUS,International,Nov-22,68
M,FUK,FUK,ITM,OSA,Domestic,Nov-22,3
M,FUK,FUK,ICN,SEL,International,Nov-22,9
M,FUK,FUK,NGO,NGO,Domestic,Nov-22,180
L,FUK,FUK,MNL,MNL,International,Nov-22,17
L,FUK,FUK,OKA,OKA,Domestic,Nov-22,150
L,FUK,FUK,OKA,OKA,Domestic,Nov-22,30
M,FUK,FUK,IZO,IZO,Domestic,Nov-22,60
M,FUK,FUK,NGO,NGO,Domestic,Nov-22,30
L,FUK,FUK,HND,TYO,Domestic,Nov-22,305
M,FUK,FUK,TPE,TPE,International,Nov-22,3
M,FUK,FUK,BKK,BKK,International,Nov-22,30
M,FUK,FUK,TPE,TPE,International,Nov-22,8
M,FUK,FUK,HND,TYO,Domestic,Nov-22,132
L,FUK,FUK,KIX,OSA,Domestic,Nov-22,30
M,FUK,FUK,HND,TYO,Domestic,Nov-22,33
L,FUK,FUK,HAN,HAN,International,Nov-22,13
M,FUK,FUK,OKA,OKA,Domestic,Nov-22,180
M,FUK,FUK,KIJ,KIJ,Domestic,Nov-22,60
M,FUK,FUK,ASJ,ASJ,Domestic,Nov-22,30
M,FUK,FUK,OKA,OKA,Domestic,Nov-22,90
M,FUK,FUK,SDJ,SDJ,Domestic,Nov-22,149
M,FUK,FUK,HNA,HNA,Domestic,Nov-22,30
M,FUK,FUK,SGN,SGN,International,Dec-22,12
M,FUK,FUK,ICN,SEL,International,Dec-22,31
M,FUK,FUK,PUS,PUS,International,Dec-22,17
L,FUK,FUK,TAE,TAE,International,Dec-22,31
M,FUK,FUK,HKG,HKG,International,Dec-22,8
M,FUK,FUK,ICN,SEL,International,Dec-22,1
M,FUK,FUK,KUM,KUM,Domestic,Dec-22,62
M,FUK,FUK,TPE,TPE,International,Dec-22,31
M,FUK,FUK,HKG,HKG,International,Dec-22,4
L,FUK,FUK,MNL,MNL,International,Dec-22,18
M,FUK,FUK,HND,TYO,Domestic,Dec-22,84
M,FUK,FUK,KMQ,KMQ,Domestic,Dec-22,124
M,FUK,FUK,HND,TYO,Domestic,Dec-22,32
L,FUK,FUK,ICN,SEL,International,Dec-22,124
M,FUK,FUK,NKM,NGO,Domestic,Dec-22,155
M,FUK,FUK,TPE,TPE,International,Dec-22,11
M,FUK,FUK,TPE,TPE,International,Dec-22,1
L,FUK,FUK,BKK,BKK,International,Dec-22,31
M,FUK,FUK,CTS,SPK,Domestic,Dec-22,31
M,FUK,FUK,FSZ,FSZ,Domestic,Dec-22,124
M,FUK,FUK,SIN,SIN,International,Dec-22,14
M,FUK,FUK,HND,TYO,Domestic,Dec-22,76
M,FUK,FUK,ICN,SEL,International,Dec-22,3
M,FUK,FUK,HND,TYO,Domestic,Dec-22,3
M,FUK,FUK,TPE,TPE,International,Dec-22,15
L,FUK,FUK,DMK,BKK,International,Dec-22,25
M,FUK,FUK,HKG,HKG,International,Dec-22,2
L,FUK,FUK,ICN,SEL,International,Dec-22,23
L,FUK,FUK,OKA,OKA,Domestic,Dec-22,155
M,FUK,FUK,TSJ,TSJ,Domestic,Dec-22,159
M,FUK,FUK,HND,TYO,Domestic,Dec-22,29
M,FUK,FUK,PUS,PUS,International,Dec-22,18
M,FUK,FUK,HND,TYO,Domestic,Dec-22,256
M,FUK,FUK,ICN,SEL,International,Dec-22,1
M,FUK,FUK,TPE,TPE,International,Dec-22,2
M,FUK,FUK,PUS,PUS,International,Dec-22,78
L,FUK,FUK,KIX,OSA,Domestic,Dec-22,62
L,FUK,FUK,NRT,TYO,Domestic,Dec-22,60
M,FUK,FUK,ICN,SEL,International,Dec-22,1
M,FUK,FUK,ITM,OSA,Domestic,Dec-22,62
M,FUK,FUK,GUM,GUM,International,Dec-22,9
M,FUK,FUK,BKK,BKK,International,Dec-22,10
M,FUK,FUK,ASJ,ASJ,Domestic,Dec-22,31
L,FUK,FUK,NRT,TYO,Domestic,Dec-22,26
M,FUK,FUK,NGO,NGO,Domestic,Dec-22,31
M,FUK,FUK,HND,TYO,Domestic,Dec-22,111
M,FUK,FUK,ITM,OSA,Domestic,Dec-22,53
L,FUK,FUK,CTS,SPK,Domestic,Dec-22,62
M,FUK,FUK,ICN,SEL,International,Dec-22,29
M,FUK,FUK,HND,TYO,Domestic,Dec-22,83
L,FUK,FUK,NGO,NGO,Domestic,Dec-22,112
L,FUK,FUK,NRT,TYO,Domestic,Dec-22,346
M,FUK,FUK,HND,TYO,Domestic,Dec-22,94
L,FUK,FUK,CTS,SPK,Domestic,Dec-22,5
M,FUK,FUK,ITM,OSA,Domestic,Dec-22,31
M,FUK,FUK,HND,TYO,Domestic,Dec-22,30
M,FUK,FUK,HNA,HNA,Domestic,Dec-22,31
L,FUK,FUK,PUS,PUS,International,Dec-22,62
L,FUK,FUK,KHH,KHH,International,Dec-22,9
M,FUK,FUK,BKK,BKK,International,Dec-22,21
M,FUK,FUK,OKA,OKA,Domestic,Dec-22,216
M,FUK,FUK,ICN,SEL,International,Dec-22,1
M,FUK,FUK,ICN,SEL,International,Dec-22,57
M,FUK,FUK,KIJ,KIJ,Domestic,Dec-22,31
L,FUK,FUK,OKA,OKA,Domestic,Dec-22,67
L,FUK,FUK,CTS,SPK,Domestic,Dec-22,26
M,FUK,FUK,TKS,TKS,Domestic,Dec-22,62
L,FUK,FUK,HAN,HAN,International,Dec-22,14
L,FUK,FUK,KIX,OSA,Domestic,Dec-22,62
L,FUK,FUK,HKG,HKG,International,Dec-22,37
M,FUK,FUK,KCZ,KCZ,Domestic,Dec-22,62
M,FUK,FUK,HND,TYO,Domestic,Dec-22,91
M,FUK,FUK,MNL,MNL,International,Dec-22,27
M,FUK,FUK,KMI,KMI,Domestic,Dec-22,217
M,FUK,FUK,NGO,NGO,Domestic,Dec-22,61
L,FUK,FUK,IBR,IBR,Domestic,Dec-22,31
M,FUK,FUK,KIJ,KIJ,Domestic,Dec-22,62
M,FUK,FUK,CTS,SPK,Domestic,Dec-22,45
M,FUK,FUK,SDJ,SDJ,Domestic,Dec-22,155
M,FUK,FUK,OKA,OKA,Domestic,Dec-22,3
M,FUK,FUK,CTS,SPK,Domestic,Dec-22,62
L,FUK,FUK,HND,TYO,Domestic,Dec-22,398
M,FUK,FUK,OKA,OKA,Domestic,Dec-22,93
M,FUK,FUK,MNL,MNL,International,Dec-22,4
M,FUK,FUK,TPE,TPE,International,Dec-22,3
M,FUK,FUK,HND,TYO,Domestic,Dec-22,14
M,FUK,FUK,ICN,SEL,International,Dec-22,31
L,FUK,FUK,TPE,TPE,International,Dec-22,23
M,FUK,FUK,HND,TYO,Domestic,Dec-22,42
L,FUK,FUK,PUS,PUS,International,Dec-22,93
M,FUK,FUK,TPE,TPE,International,Dec-22,29
M,FUK,FUK,MYJ,MYJ,Domestic,Dec-22,124
M,FUK,FUK,HND,TYO,Domestic,Dec-22,37
M,FUK,FUK,KOJ,KOJ,Domestic,Dec-22,31
M,FUK,FUK,HND,TYO,Domestic,Dec-22,296
M,FUK,FUK,AXJ,AXJ,Domestic,Dec-22,93
L,FUK,FUK,OKA,OKA,Domestic,Dec-22,31
M,FUK,FUK,NGO,NGO,Domestic,Dec-22,1
M,FUK,FUK,IZO,IZO,Domestic,Dec-22,62
M,FUK,FUK,FUJ,FUJ,Domestic,Dec-22,97
M,FUK,FUK,HND,TYO,Domestic,Dec-22,1
L,FUK,FUK,HKG,HKG,International,Dec-22,12
M,FUK,FUK,HND,TYO,Domestic,Dec-22,2
M,FUK,FUK,ITM,OSA,Domestic,Dec-22,62
M,FUK,FUK,MMJ,MMJ,Domestic,Dec-22,62
L,FUK,FUK,ICN,SEL,International,Dec-22,159
M,FUK,FUK,KMI,KMI,Domestic,Dec-22,186
L,FUK,FUK,ISG,ISG,Domestic,Dec-22,25
M,FUK,FUK,PUS,PUS,International,Dec-22,4
M,FUK,FUK,SDJ,SDJ,Domestic,Dec-22,62
M,FUK,FUK,TPE,TPE,International,Dec-22,14
L,FUK,FUK,ICN,SEL,International,Dec-22,62
M,FUK,FUK,OKA,OKA,Domestic,Dec-22,152
M,FUK,FUK,HND,TYO,Domestic,Dec-22,64
M,FUK,FUK,ITM,OSA,Domestic,Dec-22,111
M,FUK,FUK,ITM,OSA,Domestic,Dec-22,16
M,FUK,FUK,CTS,SPK,Domestic,Dec-22,17
M,FUK,FUK,NGO,NGO,Domestic,Dec-22,186
L,FUK,FUK,ICN,SEL,International,Dec-22,2
M,FUK,FUK,HAN,HAN,International,Dec-22,18
M,FUK,FUK,HND,TYO,Domestic,Dec-22,15
M,FUK,FUK,ICN,SEL,International,Jan-23,1
M,FUK,FUK,CTS,SPK,Domestic,Jan-23,31
M,FUK,FUK,ICN,SEL,International,Jan-23,31
L,FUK,FUK,TPE,TPE,International,Jan-23,22
M,FUK,FUK,SIN,SIN,International,Jan-23,13
M,FUK,FUK,PUS,PUS,International,Jan-23,3
M,FUK,FUK,HND,TYO,Domestic,Jan-23,45
M,FUK,FUK,ICN,SEL,International,Jan-23,4
M,FUK,FUK,HND,TYO,Domestic,Jan-23,31
M,FUK,FUK,NKM,NGO,Domestic,Jan-23,155
M,FUK,FUK,KUM,KUM,Domestic,Jan-23,62
M,FUK,FUK,TPE,TPE,International,Jan-23,23
M,FUK,FUK,HND,TYO,Domestic,Jan-23,1
M,FUK,FUK,CTS,SPK,Domestic,Jan-23,1
M,FUK,FUK,FSZ,FSZ,Domestic,Jan-23,124
L,FUK,FUK,KIX,OSA,Domestic,Jan-23,62
L,FUK,FUK,ICN,SEL,International,Jan-23,33
M,FUK,FUK,ICN,SEL,International,Jan-23,12
M,FUK,FUK,HND,TYO,Domestic,Jan-23,3
M,FUK,FUK,TPE,TPE,International,Jan-23,22
