Mainline/Low Cost,Dep Airport Code,Dep City Code,Arr Airport Code,Arr City Code,International/Domestic,Time series,Frequency,dep_lat,dep_lon,arr_lat,arr_lon
M,SIN,SIN,ZRH,ZRH,International,Apr-22,8,1.352083,103.819836,47.3768866,8.541694
M,SIN,SIN,MAA,MAA,International,Apr-22,30,1.352083,103.819836,13.0930694,80.2888899
L,SIN,SIN,BKK,BKK,International,Apr-22,30,1.352083,103.819836,13.7563309,100.5017651
M,SIN,SIN,AMS,AMS,International,Apr-22,30,1.352083,103.819836,52.3675734,4.9041389
M,SIN,SIN,TPE,TPE,International,Apr-22,8,1.352083,103.819836,25.0329636,121.5654268
M,SIN,SIN,HKT,HKT,International,Apr-22,33,1.352083,103.819836,7.8804479,98.3922504
M,SIN,SIN,SUB,SUB,International,Apr-22,3,1.352083,103.819836,-7.2574719,112.7520883
L,SIN,SIN,MDC,MDC,International,Apr-22,9,1.352083,103.819836,1.4748305,124.8420794
M,SIN,SIN,LAX,LAX,International,Apr-22,36,1.352083,103.819836,34.0549076,-118.242643
M,SIN,SIN,BKK,BKK,International,Apr-22,9,1.352083,103.819836,13.7563309,100.5017651
M,SIN,SIN,MNL,MNL,International,Apr-22,41,1.352083,103.819836,14.5995124,120.9842195
L,SIN,SIN,DMK,BKK,International,Apr-22,8,1.352083,103.819836,13.7563309,100.5017651
M,SIN,SIN,FUK,FUK,International,Apr-22,9,1.352083,103.819836,33.5901838,130.4016888
M,SIN,SIN,RGN,RGN,International,Apr-22,7,1.352083,103.819836,16.840939,96.173526
M,SIN,SIN,KUL,KUL,International,Apr-22,70,1.352083,103.819836,3.1319197,101.6840589
M,SIN,SIN,NRT,TYO,International,Apr-22,18,1.352083,103.819836,35.6764225,139.650027
M,SIN,SIN,ICN,SEL,International,Apr-22,1,1.352083,103.819836,37.5652129,126.9773517
M,SIN,SIN,AKL,AKL,International,Apr-22,13,1.352083,103.819836,-36.8508827,174.7644881
M,SIN,SIN,CGK,JKT,International,Apr-22,13,1.352083,103.819836,-6.1944491,106.8229198
M,SIN,SIN,CMB,CMB,International,Apr-22,1,1.352083,103.819836,6.9270786,79.861243
M,SIN,SIN,LHR,LON,International,Apr-22,30,1.352083,103.819836,51.5072178,-0.1275862
M,SIN,SIN,HEL,HEL,International,Apr-22,2,1.352083,103.819836,60.1698557,24.938379
M,SIN,SIN,LHR,LON,International,Apr-22,30,1.352083,103.819836,51.5072178,-0.1275862
M,SIN,SIN,MEL,MEL,International,Apr-22,30,1.352083,103.819836,-37.8136276,144.9630576
L,SIN,SIN,BKK,BKK,International,Apr-22,8,1.352083,103.819836,13.7563309,100.5017651
L,SIN,SIN,MFM,MFM,International,Apr-22,3,1.352083,103.819836,22.198745,113.543873
M,SIN,SIN,KTM,KTM,International,Apr-22,11,1.352083,103.819836,27.7172453,85.3239605
M,SIN,SIN,KUL,KUL,International,Apr-22,14,1.352083,103.819836,3.1319197,101.6840589
