Mainline/Low Cost,Dep Airport Code,Dep City Code,Arr Airport Code,Arr City Code,International/Domestic,Time series,Frequency,dep_lat,dep_lon,arr_lat,arr_lon
L,LGA,NYC,TPA,TPA,Domestic,Apr-22,2,40.7127753,-74.0059728,27.9516896,-82.4587527
M,JFK,NYC,MIA,MIA,Domestic,Apr-22,120,40.7127753,-74.0059728,25.7616798,-80.1917902
L,JFK,NYC,SMF,SAC,Domestic,Apr-22,17,40.7127753,-74.0059728,38.5815719,-121.4943996
L,EWR,NYC,PLS,PLS,International,Apr-22,30,40.7127753,-74.0059728,21.7737654,-72.271908
M,EWR,NYC,SYR,SYR,Domestic,Apr-22,71,40.7127753,-74.0059728,43.0481221,-76.1474244
M,EWR,NYC,LAX,LAX,Domestic,Apr-22,68,40.7127753,-74.0059728,34.0549076,-118.242643
L,EWR,NYC,MIA,MIA,Domestic,Apr-22,19,40.7127753,-74.0059728,25.7616798,-80.1917902
M,JFK,NYC,WAW,WAW,International,Apr-22,19,40.7127753,-74.0059728,52.2296756,21.0122287
M,EWR,NYC,PHL,PHL,Domestic,Apr-22,69,40.7127753,-74.0059728,39.1134458,-75.5418687
M,EWR,NYC,IND,IND,Domestic,Apr-22,102,40.7127753,-74.0059728,39.76909,-86.158018
L,LGA,NYC,STL,STL,Domestic,Apr-22,49,40.7127753,-74.0059728,38.6270025,-90.1994042
M,EWR,NYC,DEL,DEL,International,Apr-22,17,40.7127753,-74.0059728,28.7040592,77.1024902
M,EWR,NYC,MIA,MIA,Domestic,Apr-22,8,40.7127753,-74.0059728,25.7616798,-80.1917902
M,JFK,NYC,TAS,TAS,International,Apr-22,3,40.7127753,-74.0059728,41.2994958,69.2400734
M,EWR,NYC,CMH,CMH,Domestic,Apr-22,104,40.7127753,-74.0059728,39.9611755,-82.9987942
M,EWR,NYC,ORF,ORF,Domestic,Apr-22,36,40.7127753,-74.0059728,36.8507689,-76.2858726
L,LGA,NYC,ATL,ATL,Domestic,Apr-22,53,40.7127753,-74.0059728,33.748752,-84.3876845
L,JFK,NYC,STI,STI,International,Apr-22,105,40.7127753,-74.0059728,19.45409,-70.6922025
M,JFK,NYC,KIN,KIN,International,Apr-22,19,40.7127753,-74.0059728,18.0178743,-76.8099041
M,JFK,NYC,ORY,PAR,International,Apr-22,27,40.7127753,-74.0059728,48.8575475,2.3513765
L,SWF,NYC,MCO,ORL,Domestic,Apr-22,3,40.7127753,-74.0059728,28.5383832,-81.3789269
M,EWR,NYC,IAH,HOU,Domestic,Apr-22,30,40.7127753,-74.0059728,29.7600771,-95.3701108
L,JFK,NYC,PSE,PSE,International,Apr-22,30,40.7127753,-74.0059728,18.0033124,-66.6240293
M,EWR,NYC,LIR,LIR,International,Apr-22,4,40.7127753,-74.0059728,10.6341273,-85.4398195
M,LGA,NYC,RIC,RIC,Domestic,Apr-22,5,40.7127753,-74.0059728,37.5407246,-77.4360481
M,EWR,NYC,AUS,AUS,Domestic,Apr-22,1,40.7127753,-74.0059728,30.267153,-97.7430608
M,JFK,NYC,LIM,LIM,International,Apr-22,2,40.7127753,-74.0059728,-12.0466888,-77.0430886
M,LGA,NYC,TYS,TYS,Domestic,Apr-22,30,40.7127753,-74.0059728,35.9606384,-83.9207392
M,LGA,NYC,CAE,CAE,Domestic,Apr-22,25,40.7127753,-74.0059728,34.0008322,-81.035147
M,EWR,NYC,MKE,MKE,Domestic,Apr-22,27,40.7127753,-74.0059728,43.0389025,-87.9064736
M,EWR,NYC,PHX,PHX,Domestic,Apr-22,1,40.7127753,-74.0059728,33.4483771,-112.0740373
M,LGA,NYC,PIT,PIT,Domestic,Apr-22,27,40.7127753,-74.0059728,40.4406248,-79.9958864
M,EWR,NYC,CLT,CLT,Domestic,Apr-22,4,40.7127753,-74.0059728,35.2270869,-80.8431267
M,JFK,NYC,ZRH,ZRH,International,Apr-22,3,40.7127753,-74.0059728,47.3768866,8.541694
M,LGA,NYC,DFW,DFW,Domestic,Apr-22,110,40.7127753,-74.0059728,32.7078751,-96.9209135
M,EWR,NYC,SIN,SIN,International,Apr-22,22,40.7127753,-74.0059728,1.352083,103.819836
M,JFK,NYC,CLT,CLT,Domestic,Apr-22,36,40.7127753,-74.0059728,35.2270869,-80.8431267
M,EWR,NYC,LHR,LON,International,Apr-22,135,40.7127753,-74.0059728,51.5072178,-0.1275862
