Mainline/Low Cost,Dep Airport Code,Dep City Code,Arr Airport Code,Arr City Code,International/Domestic,Time series,Frequency,dep_lat,dep_lon,arr_lat,arr_lon
L,LGW,LON,TLS,TLS,International,Jul-22,34,51.5072178,-0.1275862,43.6048462,1.442848
L,LTN,LON,CDG,PAR,International,Jul-22,20,51.5072178,-0.1275862,48.8575475,2.3513765
M,LHR,LON,IBZ,IBZ,International,Jul-22,15,51.5072178,-0.1275862,39.0200099,1.4821482
M,LHR,LON,DUS,DUS,International,Jul-22,20,51.5072178,-0.1275862,51.2230411,6.7824545
M,LHR,LON,LIN,MIL,International,Jul-22,2,51.5072178,-0.1275862,45.468503,9.1824027
M,LHR,LON,MAN,MAN,Domestic,Jul-22,1,51.5072178,-0.1275862,53.4807593,-2.2426305
M,LHR,LON,ZRH,ZRH,International,Jul-22,117,51.5072178,-0.1275862,47.3768866,8.541694
M,LHR,LON,JNB,JNB,International,Jul-22,31,51.5072178,-0.1275862,-26.205647,28.0337185
L,LGW,LON,LIN,MIL,International,Jul-22,12,51.5072178,-0.1275862,45.468503,9.1824027
L,LGW,LON,BDS,BDS,International,Jul-22,4,51.5072178,-0.1275862,40.6327732,17.9418724
L,LTN,LON,AMS,AMS,International,Jul-22,17,51.5072178,-0.1275862,52.3675734,4.9041389
L,LGW,LON,BER,BER,International,Jul-22,47,51.5072178,-0.1275862,52.5200066,13.404954
L,LGW,LON,ADB,IZM,International,Jul-22,4,51.5072178,-0.1275862,38.423734,27.142826
M,LGW,LON,BRI,BRI,International,Jul-22,2,51.5072178,-0.1275862,41.1171432,16.8718715
M,LHR,LON,HER,HER,International,Jul-22,1,51.5072178,-0.1275862,35.3387352,25.1442126
L,STN,LON,ADB,IZM,International,Jul-22,17,51.5072178,-0.1275862,38.423734,27.142826
M,LHR,LON,NAP,NAP,International,Jul-22,76,51.5072178,-0.1275862,40.8517983,14.26812
M,LHR,LON,LIS,LIS,International,Jul-22,1,51.5072178,-0.1275862,37.7412488,-25.6755944
L,LTN,LON,MXP,MIL,International,Jul-22,3,51.5072178,-0.1275862,45.468503,9.1824027
L,STN,LON,AGA,AGA,International,Jul-22,18,51.5072178,-0.1275862,30.4280405,-9.5925444
L,LTN,LON,FUE,FUE,International,Jul-22,9,51.5072178,-0.1275862,28.3587436,-14.053676
M,LHR,LON,NUE,NUE,International,Jul-22,6,51.5072178,-0.1275862,49.4542881,11.0745641
M,LHR,LON,HAN,HAN,International,Jul-22,13,51.5072178,-0.1275862,21.0277644,105.8341598
M,LHR,LON,TFS,TCI,International,Jul-22,5,51.5072178,-0.1275862,28.2915637,-16.6291304
M,LHR,LON,BOM,BOM,International,Jul-22,29,51.5072178,-0.1275862,19.0759837,72.8776559
M,LHR,LON,IST,IST,International,Jul-22,5,51.5072178,-0.1275862,41.0082376,28.9783589
L,LGW,LON,OSL,OSL,International,Jul-22,128,51.5072178,-0.1275862,59.9138688,10.7522454
L,STN,LON,AAR,AAR,International,Jul-22,25,51.5072178,-0.1275862,56.162939,10.203921
L,LTN,LON,GVA,GVA,International,Jul-22,2,51.5072178,-0.1275862,46.2043907,6.1431577
M,LHR,LON,BRU,BRU,International,Jul-22,81,51.5072178,-0.1275862,50.8476424,4.3571696
M,LHR,LON,MUC,MUC,International,Jul-22,1,51.5072178,-0.1275862,48.1351253,11.5819806
L,LGW,LON,BFS,BFS,Domestic,Jul-22,73,51.5072178,-0.1275862,54.597285,-5.93012
L,STN,LON,OTP,BUH,International,Jul-22,100,51.5072178,-0.1275862,44.4267674,26.1025384
L,STN,LON,RIX,RIX,International,Jul-22,42,51.5072178,-0.1275862,56.9676941,24.1056221
M,LHR,LON,BOM,BOM,International,Jul-22,1,51.5072178,-0.1275862,19.0759837,72.8776559
L,LTN,LON,PRN,PRN,International,Jul-22,3,51.5072178,-0.1275862,42.6629138,21.1655028
M,LHR,LON,JFK,NYC,International,Jul-22,93,51.5072178,-0.1275862,40.7127753,-74.0059728
L,LTN,LON,PFO,PFO,International,Jul-22,1,51.5072178,-0.1275862,34.7753949,32.4217786
L,STN,LON,BRE,BRE,International,Jul-22,2,51.5072178,-0.1275862,53.0792962,8.8016937
M,LHR,LON,DUS,DUS,International,Jul-22,1,51.5072178,-0.1275862,51.2230411,6.7824545
L,LGW,LON,DLM,DLM,International,Jul-22,16,51.5072178,-0.1275862,36.76662,28.799991
L,STN,LON,CTA,CTA,International,Jul-22,3,51.5072178,-0.1275862,37.5078836,15.0830032
L,STN,LON,AHO,AHO,International,Jul-22,13,51.5072178,-0.1275862,40.5582971,8.319107
M,LHR,LON,KRK,KRK,International,Jul-22,8,51.5072178,-0.1275862,50.0646501,19.9449799
L,LGW,LON,PMI,PMI,International,Jul-22,9,51.5072178,-0.1275862,39.5726541,2.6568551
L,STN,LON,SCQ,SCQ,International,Jul-22,45,51.5072178,-0.1275862,28.2915637,-16.6291304
M,LHR,LON,CDG,PAR,International,Jul-22,4,51.5072178,-0.1275862,48.8575475,2.3513765
L,STN,LON,IBZ,IBZ,International,Jul-22,3,51.5072178,-0.1275862,39.0200099,1.4821482
M,LHR,LON,HAJ,HAJ,International,Jul-22,14,51.5072178,-0.1275862,52.3758916,9.7320104
M,LCY,LON,FRA,FRA,International,Jul-22,68,51.5072178,-0.1275862,50.1109221,8.6821267
M,LGW,LON,MXP,MIL,International,Jul-22,10,51.5072178,-0.1275862,45.468503,9.1824027
M,LHR,LON,AGP,AGP,International,Jul-22,3,51.5072178,-0.1275862,28.2915637,-16.6291304
M,LHR,LON,KLX,KLX,International,Jul-22,5,51.5072178,-0.1275862,37.0366386,22.1143716
M,LGW,LON,VCE,VCE,International,Jul-22,1,51.5072178,-0.1275862,45.440379,12.3159547
M,LHR,LON,OSL,OSL,International,Jul-22,3,51.5072178,-0.1275862,59.9138688,10.7522454
L,STN,LON,SOF,SOF,International,Jul-22,4,51.5072178,-0.1275862,42.6977082,23.3218675
M,LHR,LON,GLA,GLA,Domestic,Jul-22,42,51.5072178,-0.1275862,55.8616704,-4.2583345
M,LHR,LON,ATL,ATL,International,Jul-22,17,51.5072178,-0.1275862,33.748752,-84.3876845
L,STN,LON,ESB,ANK,International,Jul-22,7,51.5072178,-0.1275862,39.9333635,32.8597419
M,LHR,LON,IST,IST,International,Jul-22,4,51.5072178,-0.1275862,41.0082376,28.9783589
M,LHR,LON,AGP,AGP,International,Jul-22,17,51.5072178,-0.1275862,28.2915637,-16.6291304
L,LGW,LON,FAO,FAO,International,Jul-22,22,51.5072178,-0.1275862,37.7412488,-25.6755944
M,LGW,LON,MLB,MLB,International,Jul-22,5,51.5072178,-0.1275862,28.0836269,-80.6081089
L,LTN,LON,BTS,BTS,International,Jul-22,11,51.5072178,-0.1275862,48.1485965,17.1077477
M,LHR,LON,AUH,AUH,International,Jul-22,32,51.5072178,-0.1275862,24.453884,54.3773438
M,LHR,LON,GLA,GLA,Domestic,Jul-22,1,51.5072178,-0.1275862,55.8616704,-4.2583345
L,LGW,LON,EDI,EDI,Domestic,Jul-22,1,51.5072178,-0.1275862,55.953252,-3.188267
M,LHR,LON,TLS,TLS,International,Jul-22,3,51.5072178,-0.1275862,43.6048462,1.442848
M,LGW,LON,LPA,LPA,International,Jul-22,1,51.5072178,-0.1275862,27.9202202,-15.5474373
M,LHR,LON,NCE,NCE,International,Jul-22,4,51.5072178,-0.1275862,43.7101728,7.2619532
M,LGW,LON,YUL,YMQ,International,Jul-22,3,51.5072178,-0.1275862,45.5018869,-73.5673919
L,LGW,LON,MRS,MRS,International,Jul-22,9,51.5072178,-0.1275862,43.3025742,5.3690743
L,STN,LON,TRS,TRS,International,Jul-22,22,51.5072178,-0.1275862,45.6495264,13.7768182
M,LGW,LON,DXB,DXB,International,Jul-22,7,51.5072178,-0.1275862,25.2048493,55.2707828
M,LHR,LON,JFK,NYC,International,Jul-22,60,51.5072178,-0.1275862,40.7127753,-74.0059728
L,LHR,LON,DUS,DUS,International,Jul-22,22,51.5072178,-0.1275862,51.2230411,6.7824545
L,LTN,LON,KEF,REK,International,Jul-22,9,51.5072178,-0.1275862,64.1469868,-21.9407552
L,STN,LON,PEG,PEG,International,Jul-22,6,51.5072178,-0.1275862,43.1107168,12.3908279
M,LHR,LON,BCN,BCN,International,Jul-22,1,51.5072178,-0.1275862,41.3873974,2.168568
L,LGW,LON,EFL,EFL,International,Jul-22,9,51.5072178,-0.1275862,38.1753675,20.5692179
M,LHR,LON,BNA,BNA,International,Jul-22,29,51.5072178,-0.1275862,36.1626638,-86.7816016
L,STN,LON,RZE,RZE,International,Jul-22,24,51.5072178,-0.1275862,50.0411867,21.9991196
M,LGW,LON,JER,JER,Domestic,Jul-22,26,51.5072178,-0.1275862,49.2137711,-2.1357662
M,LHR,LON,AMS,AMS,International,Jul-22,39,51.5072178,-0.1275862,52.3675734,4.9041389
M,LHR,LON,SAN,SAN,International,Jul-22,1,51.5072178,-0.1275862,32.715738,-117.1610838
M,LHR,LON,DOH,DOH,International,Jul-22,89,51.5072178,-0.1275862,25.2854473,51.5310398
L,LGW,LON,NAP,NAP,International,Jul-22,18,51.5072178,-0.1275862,40.8517983,14.26812
M,LHR,LON,MRU,MRU,International,Jul-22,4,51.5072178,-0.1275862,-20.348404,57.552152
L,LTN,LON,TFS,TCI,International,Jul-22,9,51.5072178,-0.1275862,28.2915637,-16.6291304
M,LGW,LON,AMS,AMS,International,Jul-22,25,51.5072178,-0.1275862,52.3675734,4.9041389
L,LGW,LON,KLX,KLX,International,Jul-22,7,51.5072178,-0.1275862,37.0366386,22.1143716
M,LGW,LON,KEF,REK,International,Jul-22,9,51.5072178,-0.1275862,64.1469868,-21.9407552
M,LHR,LON,AMS,AMS,International,Jul-22,1,51.5072178,-0.1275862,52.3675734,4.9041389
L,LGW,LON,IBZ,IBZ,International,Jul-22,50,51.5072178,-0.1275862,39.0200099,1.4821482
L,LTN,LON,CLJ,CLJ,International,Jul-22,23,51.5072178,-0.1275862,46.7712101,23.6236353
M,LHR,LON,WAW,WAW,International,Jul-22,1,51.5072178,-0.1275862,52.2296756,21.0122287
M,LHR,LON,ALG,ALG,International,Jul-22,5,51.5072178,-0.1275862,36.753768,3.0587561
L,LGW,LON,FAO,FAO,International,Jul-22,14,51.5072178,-0.1275862,37.7412488,-25.6755944
M,LHR,LON,MUC,MUC,International,Jul-22,2,51.5072178,-0.1275862,48.1351253,11.5819806
L,STN,LON,CAG,CAG,International,Jul-22,17,51.5072178,-0.1275862,39.2237323,9.1217194
M,STN,LON,TIA,TIA,International,Jul-22,15,51.5072178,-0.1275862,41.3275459,19.8186982
L,LGW,LON,PFO,PFO,International,Jul-22,18,51.5072178,-0.1275862,34.7753949,32.4217786
M,LGW,LON,FUE,FUE,International,Jul-22,4,51.5072178,-0.1275862,28.3587436,-14.053676
M,LHR,LON,LAX,LAX,International,Jul-22,31,51.5072178,-0.1275862,34.0549076,-118.242643
L,STN,LON,OTP,BUH,International,Jul-22,5,51.5072178,-0.1275862,44.4267674,26.1025384
M,LHR,LON,DBV,DBV,International,Jul-22,12,51.5072178,-0.1275862,42.6506606,18.0944238
M,LGW,LON,MAN,MAN,Domestic,Jul-22,1,51.5072178,-0.1275862,53.4807593,-2.2426305
M,LHR,LON,HAN,HAN,International,Jul-22,5,51.5072178,-0.1275862,21.0277644,105.8341598
L,LGW,LON,VIE,VIE,International,Jul-22,59,51.5072178,-0.1275862,48.2080696,16.3713095
L,STN,LON,CFU,CFU,International,Jul-22,2,51.5072178,-0.1275862,39.6242621,19.9216777
L,STN,LON,PEG,PEG,International,Jul-22,23,51.5072178,-0.1275862,43.1107168,12.3908279
L,STN,LON,LDE,LDE,International,Jul-22,5,51.5072178,-0.1275862,43.1856842,0.0032029
M,LHR,LON,JMK,JMK,International,Jul-22,45,51.5072178,-0.1275862,37.4414601,25.3667218
M,LHR,LON,GIB,GIB,International,Jul-22,60,51.5072178,-0.1275862,36.140751,-5.353585
L,STN,LON,MJT,MJT,International,Jul-22,4,51.5072178,-0.1275862,39.1067382,26.5572747
L,STN,LON,SAW,IST,International,Jul-22,69,51.5072178,-0.1275862,41.0082376,28.9783589
M,STN,LON,SAW,IST,International,Jul-22,7,51.5072178,-0.1275862,41.0082376,28.9783589
M,LHR,LON,LYS,LYS,International,Jul-22,67,51.5072178,-0.1275862,45.764043,4.835659
M,LHR,LON,RUH,RUH,International,Jul-22,31,51.5072178,-0.1275862,24.7135517,46.6752957
L,LGW,LON,ADB,IZM,International,Jul-22,16,51.5072178,-0.1275862,38.423734,27.142826
L,STN,LON,BRI,BRI,International,Jul-22,8,51.5072178,-0.1275862,41.1171432,16.8718715
L,LHR,LON,STR,STR,International,Jul-22,24,51.5072178,-0.1275862,48.7758459,9.1829321
M,LHR,LON,DUS,DUS,International,Jul-22,1,51.5072178,-0.1275862,51.2230411,6.7824545
M,LHR,LON,CPH,CPH,International,Jul-22,27,51.5072178,-0.1275862,55.6760968,12.5683371
L,LGW,LON,ALC,ALC,International,Jul-22,69,51.5072178,-0.1275862,38.3457685,-0.4909444
M,LHR,LON,GVA,GVA,International,Jul-22,54,51.5072178,-0.1275862,46.2043907,6.1431577
L,STN,LON,AYT,AYT,International,Jul-22,26,51.5072178,-0.1275862,36.8968908,30.7133233
L,STN,LON,FNI,FNI,International,Jul-22,9,51.5072178,-0.1275862,43.8338727,4.3599997
M,LHR,LON,MIA,MIA,International,Jul-22,31,51.5072178,-0.1275862,25.7616798,-80.1917902
M,LGW,LON,TRN,TRN,International,Jul-22,1,51.5072178,-0.1275862,45.0703155,7.6868552
M,LHR,LON,BOM,BOM,International,Jul-22,31,51.5072178,-0.1275862,19.0759837,72.8776559
L,SEN,LON,AGP,AGP,International,Jul-22,22,51.5072178,-0.1275862,28.2915637,-16.6291304
M,LHR,LON,IST,IST,International,Jul-22,11,51.5072178,-0.1275862,41.0082376,28.9783589
L,STN,LON,LRH,LRH,International,Jul-22,5,51.5072178,-0.1275862,46.160329,-1.151139
M,LHR,LON,BUD,BUD,International,Jul-22,1,51.5072178,-0.1275862,47.497912,19.040235
L,LGW,LON,CTA,CTA,International,Jul-22,12,51.5072178,-0.1275862,37.5078836,15.0830032
L,STN,LON,RMI,RMI,International,Jul-22,9,51.5072178,-0.1275862,44.0565776,12.5713325
L,LTN,LON,BCN,BCN,International,Jul-22,22,51.5072178,-0.1275862,41.3873974,2.168568
M,LHR,LON,SPU,SPU,International,Jul-22,8,51.5072178,-0.1275862,43.5147118,16.4435148
L,LHR,LON,HAM,HAM,International,Jul-22,1,51.5072178,-0.1275862,53.5488282,9.9871703
M,LGW,LON,RHO,RHO,International,Jul-22,9,51.5072178,-0.1275862,36.4340533,28.2176379
M,STN,LON,PMI,PMI,International,Jul-22,18,51.5072178,-0.1275862,39.5726541,2.6568551
M,LGW,LON,SMI,SMI,International,Jul-22,4,51.5072178,-0.1275862,37.7547857,26.9777701
M,LCY,LON,SKG,SKG,International,Jul-22,5,51.5072178,-0.1275862,40.6400629,22.9444191
M,LHR,LON,SPU,SPU,International,Jul-22,1,51.5072178,-0.1275862,43.5147118,16.4435148
M,LHR,LON,AUS,AUS,International,Jul-22,31,51.5072178,-0.1275862,30.267153,-97.7430608
L,LGW,LON,TGD,TGD,International,Jul-22,15,51.5072178,-0.1275862,42.4304196,19.2593642
L,STN,LON,SDR,SDR,International,Jul-22,24,51.5072178,-0.1275862,28.2915637,-16.6291304
L,LGW,LON,OLB,OLB,International,Jul-22,29,51.5072178,-0.1275862,40.9236401,9.4964224
M,LGW,LON,LIR,LIR,International,Jul-22,4,51.5072178,-0.1275862,10.6341273,-85.4398195
M,LHR,LON,OSL,OSL,International,Jul-22,6,51.5072178,-0.1275862,59.9138688,10.7522454
L,LTN,LON,KEF,REK,International,Jul-22,2,51.5072178,-0.1275862,64.1469868,-21.9407552
L,STN,LON,NAP,NAP,International,Jul-22,41,51.5072178,-0.1275862,40.8517983,14.26812
L,STN,LON,PDL,PDL,International,Jul-22,5,51.5072178,-0.1275862,37.7394207,-25.6686725
M,LHR,LON,JFK,NYC,International,Jul-22,110,51.5072178,-0.1275862,40.7127753,-74.0059728
L,LGW,LON,BOD,BOD,International,Jul-22,35,51.5072178,-0.1275862,44.8416106,-0.5810938
L,LTN,LON,OPO,OPO,International,Jul-22,4,51.5072178,-0.1275862,37.7412488,-25.6755944
M,LGW,LON,GCI,GCI,Domestic,Jul-22,52,51.5072178,-0.1275862,55.378051,-3.435973
L,LGW,LON,LPA,LPA,International,Jul-22,7,51.5072178,-0.1275862,27.9202202,-15.5474373
L,STN,LON,DLM,DLM,International,Jul-22,44,51.5072178,-0.1275862,36.76662,28.799991
L,LTN,LON,ORK,ORK,International,Jul-22,23,51.5072178,-0.1275862,51.8985143,-8.4756035
M,LHR,LON,CFU,CFU,International,Jul-22,15,51.5072178,-0.1275862,39.6242621,19.9216777
M,LGW,LON,DLM,DLM,International,Jul-22,1,51.5072178,-0.1275862,36.76662,28.799991
M,LGW,LON,IBZ,IBZ,International,Jul-22,19,51.5072178,-0.1275862,39.0200099,1.4821482
M,LGW,LON,MXP,MIL,International,Jul-22,1,51.5072178,-0.1275862,45.468503,9.1824027
M,LHR,LON,BRU,BRU,International,Jul-22,23,51.5072178,-0.1275862,50.8476424,4.3571696
M,LHR,LON,BOM,BOM,International,Jul-22,31,51.5072178,-0.1275862,19.0759837,72.8776559
L,LTN,LON,BOD,BOD,International,Jul-22,8,51.5072178,-0.1275862,44.8416106,-0.5810938
M,STN,LON,HER,HER,International,Jul-22,9,51.5072178,-0.1275862,35.3387352,25.1442126
L,STN,LON,VCE,VCE,International,Jul-22,84,51.5072178,-0.1275862,45.440379,12.3159547
M,LCY,LON,MXP,MIL,International,Jul-22,31,51.5072178,-0.1275862,45.468503,9.1824027
M,LHR,LON,LIS,LIS,International,Jul-22,29,51.5072178,-0.1275862,37.7412488,-25.6755944
M,LGW,LON,CTA,CTA,International,Jul-22,9,51.5072178,-0.1275862,37.5078836,15.0830032
M,LHR,LON,IBZ,IBZ,International,Jul-22,17,51.5072178,-0.1275862,39.0200099,1.4821482
M,LHR,LON,LIN,MIL,International,Jul-22,22,51.5072178,-0.1275862,45.468503,9.1824027
M,LHR,LON,HAM,HAM,International,Jul-22,3,51.5072178,-0.1275862,53.5488282,9.9871703
M,LHR,LON,MXP,MIL,International,Jul-22,1,51.5072178,-0.1275862,45.468503,9.1824027
L,LTN,LON,LYS,LYS,International,Jul-22,5,51.5072178,-0.1275862,45.764043,4.835659
M,LHR,LON,MAA,MAA,International,Jul-22,22,51.5072178,-0.1275862,13.0930694,80.2888899
L,LTN,LON,POZ,POZ,International,Jul-22,14,51.5072178,-0.1275862,52.4056786,16.9312766
L,STN,LON,NTE,NTE,International,Jul-22,24,51.5072178,-0.1275862,47.218371,-1.553621
M,LHR,LON,MAD,MAD,International,Jul-22,5,51.5072178,-0.1275862,40.4167279,-3.7032905
L,STN,LON,BJV,BJV,International,Jul-22,12,51.5072178,-0.1275862,37.034407,27.43054
L,STN,LON,PVK,PVK,International,Jul-22,5,51.5072178,-0.1275862,38.9308745,20.7721627
M,LHR,LON,AGP,AGP,International,Jul-22,18,51.5072178,-0.1275862,28.2915637,-16.6291304
M,LHR,LON,MUC,MUC,International,Jul-22,1,51.5072178,-0.1275862,48.1351253,11.5819806
M,LCY,LON,ZRH,ZRH,International,Jul-22,26,51.5072178,-0.1275862,47.3768866,8.541694
M,LHR,LON,LIN,MIL,International,Jul-22,1,51.5072178,-0.1275862,45.468503,9.1824027
M,LHR,LON,SNN,SNN,International,Jul-22,53,51.5072178,-0.1275862,52.7117822,-8.8783365
L,LGW,LON,JTR,JTR,International,Jul-22,34,51.5072178,-0.1275862,36.3931562,25.4615092
M,LGW,LON,VRN,VRN,International,Jul-22,4,51.5072178,-0.1275862,45.4383659,10.9917136
L,STN,LON,HHN,FRA,International,Jul-22,25,51.5072178,-0.1275862,50.1109221,8.6821267
L,LGW,LON,CFU,CFU,International,Jul-22,7,51.5072178,-0.1275862,39.6242621,19.9216777
M,LGW,LON,SPU,SPU,International,Jul-22,9,51.5072178,-0.1275862,43.5147118,16.4435148
L,LGW,LON,NBE,NBE,International,Jul-22,7,51.5072178,-0.1275862,36.1341527,10.3750554
M,LHR,LON,SIN,SIN,International,Jul-22,3,51.5072178,-0.1275862,1.352083,103.819836
M,LGW,LON,PUJ,PUJ,International,Jul-22,14,51.5072178,-0.1275862,18.5600761,-68.372535
M,LHR,LON,MAD,MAD,International,Jul-22,1,51.5072178,-0.1275862,40.4167279,-3.7032905
M,LHR,LON,HAM,HAM,International,Jul-22,15,51.5072178,-0.1275862,53.5488282,9.9871703
M,LGW,LON,MXP,MIL,International,Jul-22,1,51.5072178,-0.1275862,45.468503,9.1824027
M,LHR,LON,BRU,BRU,International,Jul-22,4,51.5072178,-0.1275862,50.8476424,4.3571696
M,LHR,LON,LUX,LUX,International,Jul-22,7,51.5072178,-0.1275862,49.815273,6.129583
M,LHR,LON,ACC,ACC,International,Jul-22,12,51.5072178,-0.1275862,5.5592846,-0.1974306
M,LHR,LON,ARN,STO,International,Jul-22,2,51.5072178,-0.1275862,59.3293235,18.0685808
M,LHR,LON,HAM,HAM,International,Jul-22,15,51.5072178,-0.1275862,53.5488282,9.9871703
M,LGW,LON,CAG,CAG,International,Jul-22,1,51.5072178,-0.1275862,39.2237323,9.1217194
M,STN,LON,TUN,TUN,International,Jul-22,4,51.5072178,-0.1275862,36.8064948,10.1815316
L,STN,LON,LUX,LUX,International,Jul-22,25,51.5072178,-0.1275862,49.815273,6.129583
M,LHR,LON,HAM,HAM,International,Jul-22,1,51.5072178,-0.1275862,53.5488282,9.9871703
M,LHR,LON,KEF,REK,International,Jul-22,4,51.5072178,-0.1275862,64.1469868,-21.9407552
M,LHR,LON,HKG,HKG,International,Jul-22,4,51.5072178,-0.1275862,22.3193039,114.1693611
M,LCY,LON,FLR,FLR,International,Jul-22,26,51.5072178,-0.1275862,43.7699685,11.2576706
M,STN,LON,TUN,TUN,International,Jul-22,1,51.5072178,-0.1275862,36.8064948,10.1815316
M,LHR,LON,BEG,BEG,International,Jul-22,1,51.5072178,-0.1275862,44.8125449,20.46123
M,LHR,LON,EDI,EDI,Domestic,Jul-22,69,51.5072178,-0.1275862,55.953252,-3.188267
M,LHR,LON,ZRH,ZRH,International,Jul-22,1,51.5072178,-0.1275862,47.3768866,8.541694
M,LHR,LON,MAN,MAN,Domestic,Jul-22,2,51.5072178,-0.1275862,53.4807593,-2.2426305
L,LTN,LON,PRN,PRN,International,Jul-22,1,51.5072178,-0.1275862,42.6629138,21.1655028
M,LCY,LON,RTM,RTM,International,Jul-22,94,51.5072178,-0.1275862,51.9244201,4.4777325
M,LHR,LON,GVA,GVA,International,Jul-22,78,51.5072178,-0.1275862,46.2043907,6.1431577
M,LHR,LON,KGL,KGL,International,Jul-22,1,51.5072178,-0.1275862,-1.9440727,30.0618851
M,LGW,LON,AYT,AYT,International,Jul-22,18,51.5072178,-0.1275862,36.8968908,30.7133233
L,LGW,LON,VCE,VCE,International,Jul-22,22,51.5072178,-0.1275862,45.440379,12.3159547
L,LTN,LON,KIV,KIV,International,Jul-22,21,51.5072178,-0.1275862,47.0104529,28.8638103
M,LHR,LON,WAW,WAW,International,Jul-22,28,51.5072178,-0.1275862,52.2296756,21.0122287
L,LGW,LON,PSA,PSA,International,Jul-22,7,51.5072178,-0.1275862,43.7228385,10.4017581
L,STN,LON,WRO,WRO,International,Jul-22,1,51.5072178,-0.1275862,51.1092948,17.0386019
L,LTN,LON,CRA,CRA,International,Jul-22,45,51.5072178,-0.1275862,44.3301785,23.7948808
M,LHR,LON,LOS,LOS,International,Jul-22,30,51.5072178,-0.1275862,6.5243793,3.3792057
L,LGW,LON,BUD,BUD,International,Jul-22,11,51.5072178,-0.1275862,47.497912,19.040235
M,LHR,LON,ZRH,ZRH,International,Jul-22,2,51.5072178,-0.1275862,47.3768866,8.541694
L,LTN,LON,BOJ,BOJ,International,Jul-22,24,51.5072178,-0.1275862,42.5047926,27.4626361
L,STN,LON,TLL,TLL,International,Jul-22,18,51.5072178,-0.1275862,59.4369608,24.7535746
M,LHR,LON,FCO,ROM,International,Jul-22,54,51.5072178,-0.1275862,41.8967068,12.4822025
M,LHR,LON,MUC,MUC,International,Jul-22,1,51.5072178,-0.1275862,48.1351253,11.5819806
M,LHR,LON,LIS,LIS,International,Jul-22,2,51.5072178,-0.1275862,37.7412488,-25.6755944
L,LGW,LON,AGA,AGA,International,Jul-22,13,51.5072178,-0.1275862,30.4280405,-9.5925444
L,LGW,LON,BIO,BIO,International,Jul-22,10,51.5072178,-0.1275862,43.2633799,-2.9348121
L,STN,LON,HEL,HEL,International,Jul-22,31,51.5072178,-0.1275862,60.1698557,24.938379
M,LHR,LON,BRU,BRU,International,Jul-22,3,51.5072178,-0.1275862,50.8476424,4.3571696
M,LGW,LON,CTA,CTA,International,Jul-22,18,51.5072178,-0.1275862,37.5078836,15.0830032
M,LHR,LON,PUY,PUY,International,Jul-22,3,51.5072178,-0.1275862,44.8666232,13.8495788
M,LHR,LON,NCL,NCL,Domestic,Jul-22,1,51.5072178,-0.1275862,54.978252,-1.61778
L,STN,LON,ALC,ALC,International,Jul-22,4,51.5072178,-0.1275862,38.3457685,-0.4909444
L,STN,LON,POZ,POZ,International,Jul-22,39,51.5072178,-0.1275862,52.4056786,16.9312766
M,LHR,LON,SVG,SVG,International,Jul-22,6,51.5072178,-0.1275862,58.9699756,5.7331073
L,LGW,LON,NAP,NAP,International,Jul-22,47,51.5072178,-0.1275862,40.8517983,14.26812
M,LHR,LON,AUH,AUH,International,Jul-22,31,51.5072178,-0.1275862,24.453884,54.3773438
M,LGW,LON,MAN,MAN,Domestic,Jul-22,20,51.5072178,-0.1275862,53.4807593,-2.2426305
M,LHR,LON,SVG,SVG,International,Jul-22,5,51.5072178,-0.1275862,58.9699756,5.7331073
L,LTN,LON,OPO,OPO,International,Jul-22,13,51.5072178,-0.1275862,37.7412488,-25.6755944
L,LGW,LON,CDG,PAR,International,Jul-22,60,51.5072178,-0.1275862,48.8575475,2.3513765
L,LTN,LON,SCV,SCV,International,Jul-22,14,51.5072178,-0.1275862,47.6634521,26.2732302
M,LHR,LON,BER,BER,International,Jul-22,28,51.5072178,-0.1275862,52.5200066,13.404954
M,LHR,LON,SJC,SJC,International,Jul-22,20,51.5072178,-0.1275862,37.33874,-121.8852525
L,LGW,LON,ATH,ATH,International,Jul-22,17,51.5072178,-0.1275862,37.9838096,23.7275388
L,LGW,LON,TLN,TLN,International,Jul-22,8,51.5072178,-0.1275862,43.1198436,6.1285466
L,LGW,LON,BER,BER,International,Jul-22,25,51.5072178,-0.1275862,52.5200066,13.404954
L,LGW,LON,BIQ,BIQ,International,Jul-22,2,51.5072178,-0.1275862,43.4831519,-1.558626
M,LHR,LON,OTP,BUH,International,Jul-22,49,51.5072178,-0.1275862,44.4267674,26.1025384
M,LGW,LON,TUN,TUN,International,Jul-22,13,51.5072178,-0.1275862,36.8064948,10.1815316
L,LTN,LON,WAW,WAW,International,Jul-22,36,51.5072178,-0.1275862,52.2296756,21.0122287
M,LHR,LON,DLM,DLM,International,Jul-22,14,51.5072178,-0.1275862,36.76662,28.799991
M,LGW,LON,UVF,SLU,International,Jul-22,26,51.5072178,-0.1275862,13.909444,-60.978893
M,LHR,LON,WAW,WAW,International,Jul-22,1,51.5072178,-0.1275862,52.2296756,21.0122287
M,LHR,LON,NUE,NUE,International,Jul-22,1,51.5072178,-0.1275862,49.4542881,11.0745641
L,LTN,LON,LIS,LIS,International,Jul-22,5,51.5072178,-0.1275862,37.7412488,-25.6755944
L,LTN,LON,ACE,ACE,International,Jul-22,9,51.5072178,-0.1275862,29.0468535,-13.5899733
