Mainline/Low Cost,Dep Airport Code,Dep City Code,Arr Airport Code,Arr City Code,International/Domestic,Time series,Frequency,dep_lat,dep_lon,arr_lat,arr_lon,Arr City Name,Arr Country Name
M,SIN,SIN,DXB,DXB,International,22-Jun,2,1.2830173,103.8513365,25.2048493,55.2707828,DUBAI,United Arab Emirates
L,SIN,SIN,ICN,SEL,International,22-Jun,9,1.2830173,103.8513365,37.5652129,126.9773517,SEOUL,Korea (Rep. of)
M,SIN,SIN,SYD,SYD,International,22-Jun,10,1.2830173,103.8513365,-33.8688197,151.2092955,SYDNEY,Australia
L,SIN,SIN,CRK,CRK,International,22-Jun,56,1.2830173,103.8513365,#N/A,#N/A,#N/A,#N/A
L,SIN,SIN,CJB,CJB,International,22-Jun,30,1.2830173,103.8513365,11.0168445,76.9558321,COIMBATORE,India (including Andaman Isl.)
M,SIN,SIN,CMB,CMB,International,22-Jun,17,1.2830173,103.8513365,6.9270786,79.861243,COLOMBO,Sri Lanka
M,SIN,SIN,XMN,XMN,International,22-Jun,5,1.2830173,103.8513365,24.4795099,118.0894799,XIAMEN,"China, People’s Republic of"
L,SIN,SIN,SUB,SUB,International,22-Jun,48,1.2830173,103.8513365,-7.2574719,112.7520883,SURABAYA,Indonesia
M,SIN,SIN,HAN,HAN,International,22-Jun,17,1.2830173,103.8513365,21.0277644,105.8341598,HANOI,Vietnam
M,SIN,SIN,MNL,MNL,International,22-Jun,119,1.2830173,103.8513365,14.5995124,120.9842195,MANILA,Philippines
M,SIN,SIN,NAN,NAN,International,22-Jun,8,1.2830173,103.8513365,-17.7806257,177.4298961,NADI,Fiji
M,SIN,SIN,DXB,DXB,International,22-Jun,30,1.2830173,103.8513365,25.2048493,55.2707828,DUBAI,United Arab Emirates
M,SIN,SIN,IST,IST,International,22-Jun,17,1.2830173,103.8513365,41.0082376,28.9783589,ISTANBUL,Turkey
M,SIN,SIN,BNE,BNE,International,22-Jun,60,1.2830173,103.8513365,-27.4704528,153.0260341,BRISBANE,Australia
M,SIN,SIN,NKG,NKG,International,22-Jun,2,1.2830173,103.8513365,32.0583799,118.79647,NANJING,"China, People’s Republic of"
M,SIN,SIN,HEL,HEL,International,22-Jun,10,1.2830173,103.8513365,60.1698557,24.938379,HELSINKI,Finland
M,SIN,SIN,CXR,NHA,International,22-Jun,8,1.2830173,103.8513365,12.2529152,109.1899018,NHA TRANG,Vietnam
L,SIN,SIN,PEN,PEN,International,22-Jun,151,1.2830173,103.8513365,5.2632341,100.4846227,PENANG,Malaysia
M,SIN,SIN,DXB,DXB,International,22-Jun,4,1.2830173,103.8513365,25.2048493,55.2707828,DUBAI,United Arab Emirates
L,SIN,SIN,MFM,MFM,International,22-Jun,13,1.2830173,103.8513365,22.198745,113.543873,MACAO,"Macao (SAR), China"
M,SIN,SIN,NGO,NGO,International,22-Jun,13,1.2830173,103.8513365,35.1814506,136.9065571,NAGOYA,Japan
L,SIN,SIN,KBV,KBV,International,22-Jun,17,1.2830173,103.8513365,8.1191811,99.1013498,KRABI,Thailand
M,SIN,SIN,BOM,BOM,International,22-Jun,8,1.2830173,103.8513365,19.0759837,72.8776559,MUMBAI,India (including Andaman Isl.)
L,SIN,SIN,DMK,BKK,International,22-Jun,60,1.2830173,103.8513365,13.7563309,100.5017651,BANGKOK,Thailand
M,SIN,SIN,LHR,LON,International,22-Jun,30,1.2830173,103.8513365,51.5031653,-0.1123051,LONDON,United Kingdom
M,SIN,SIN,RGN,RGN,International,22-Jun,1,1.2830173,103.8513365,16.840939,96.173526,YANGON,Myanmar
M,SIN,SIN,CAN,CAN,International,22-Jun,4,1.2830173,103.8513365,23.1290799,113.26436,GUANGZHOU,"China, People’s Republic of"
M,SIN,SIN,AMS,AMS,International,22-Jun,30,1.2830173,103.8513365,52.3675734,4.9041389,AMSTERDAM,Netherlands
M,SIN,SIN,CMB,CMB,International,22-Jun,10,1.2830173,103.8513365,6.9270786,79.861243,COLOMBO,Sri Lanka
M,SIN,SIN,HEL,HEL,International,22-Jun,1,1.2830173,103.8513365,60.1698557,24.938379,HELSINKI,Finland
M,SIN,SIN,BKK,BKK,International,22-Jun,43,1.2830173,103.8513365,13.7563309,100.5017651,BANGKOK,Thailand
M,SIN,SIN,SYD,SYD,International,22-Jun,60,1.2830173,103.8513365,-33.8688197,151.2092955,SYDNEY,Australia
M,SIN,SIN,DAD,DAD,International,22-Jun,13,1.2830173,103.8513365,16.0544068,108.2021667,DA NANG,Vietnam
L,SIN,SIN,HAN,HAN,International,22-Jun,30,1.2830173,103.8513365,21.0277644,105.8341598,HANOI,Vietnam
L,SIN,SIN,TPE,TPE,International,22-Jun,17,1.2830173,103.8513365,25.0329636,121.5654268,TAIPEI,Chinese Taipei
L,SIN,SIN,IXM,IXM,International,22-Jun,8,1.2830173,103.8513365,9.9252007,78.1197754,MADURAI,India (including Andaman Isl.)
L,SIN,SIN,CEB,CEB,International,22-Jun,21,1.2830173,103.8513365,10.3156992,123.8854366,CEBU,Philippines
M,SIN,SIN,CGK,JKT,International,22-Jun,73,1.2830173,103.8513365,-6.1944491,106.8229198,JAKARTA,Indonesia
M,SIN,SIN,AMD,AMD,International,22-Jun,21,1.2830173,103.8513365,23.022505,72.5713621,AHMEDABAD,India (including Andaman Isl.)
L,SIN,SIN,KBV,KBV,International,22-Jun,13,1.2830173,103.8513365,8.1191811,99.1013498,KRABI,Thailand
M,SIN,SIN,HKG,HKG,International,22-Jun,3,1.2830173,103.8513365,22.3193039,114.1693611,HONG KONG,"Hong Kong (SAR), China"
L,SIN,SIN,MYY,MYY,International,22-Jun,26,1.2830173,103.8513365,4.399493,113.9913832,MIRI,Malaysia
L,SIN,SIN,DAD,DAD,International,22-Jun,10,1.2830173,103.8513365,16.0544068,108.2021667,DA NANG,Vietnam
L,SIN,SIN,BLR,BLR,International,22-Jun,1,1.2830173,103.8513365,12.9715987,77.5945627,BENGALURU,India (including Andaman Isl.)
L,SIN,SIN,PEN,PEN,International,22-Jun,2,1.2830173,103.8513365,5.2632341,100.4846227,PENANG,Malaysia
M,SIN,SIN,KUL,KUL,International,22-Jun,71,1.2830173,103.8513365,3.1319197,101.6840589,KUALA LUMPUR,Malaysia
L,SIN,SIN,SGN,SGN,International,22-Jun,50,1.2830173,103.8513365,10.8230989,106.6296638,HO CHI MINH CITY,Vietnam
M,SIN,SIN,DEL,DEL,International,22-Jun,30,1.2830173,103.8513365,28.7040592,77.1024902,DELHI,India (including Andaman Isl.)
M,SIN,SIN,DEL,DEL,International,22-Jun,30,1.2830173,103.8513365,28.7040592,77.1024902,DELHI,India (including Andaman Isl.)
L,SIN,SIN,MEL,MEL,International,22-Jun,51,1.2830173,103.8513365,-37.8136276,144.9630576,MELBOURNE,Australia
M,SIN,SIN,TPE,TPE,International,22-Jul,11,1.2830173,103.8513365,25.0329636,121.5654268,TAIPEI,Chinese Taipei
M,SIN,SIN,ADL,ADL,International,22-Jul,22,1.2830173,103.8513365,-34.9284989,138.6007456,ADELAIDE,Australia
M,SIN,SIN,ICN,SEL,International,22-Jul,62,1.2830173,103.8513365,37.5652129,126.9773517,SEOUL,Korea (Rep. of)
L,SIN,SIN,OOL,OOL,International,22-Jul,18,1.2830173,103.8513365,-28.016667,153.4,GOLD COAST,Australia
M,SIN,SIN,MNL,MNL,International,22-Jul,7,1.2830173,103.8513365,14.5995124,120.9842195,MANILA,Philippines
L,SIN,SIN,MDC,MDC,International,22-Jul,9,1.2830173,103.8513365,1.4748305,124.8420794,MANADO,Indonesia
M,XSP,SIN,SZB,KUL,International,22-Jul,62,1.2830173,103.8513365,3.1319197,101.6840589,KUALA LUMPUR,Malaysia
L,SIN,SIN,PNH,PNH,International,22-Jul,26,1.2830173,103.8513365,11.5563738,104.9282099,PHNOM PENH,Cambodia
M,SIN,SIN,HEL,HEL,International,22-Jul,6,1.2830173,103.8513365,60.1698557,24.938379,HELSINKI,Finland
L,SIN,SIN,TRZ,TRZ,International,22-Jul,63,1.2830173,103.8513365,10.7904833,78.7046725,TIRUCHCHIRAPPALLI,India (including Andaman Isl.)
L,SIN,SIN,HKT,HKT,International,22-Jul,26,1.2830173,103.8513365,7.8804479,98.3922504,PHUKET,Thailand
M,SIN,SIN,KUL,KUL,International,22-Jul,10,1.2830173,103.8513365,3.1319197,101.6840589,KUALA LUMPUR,Malaysia
L,SIN,SIN,MYY,MYY,International,22-Jul,27,1.2830173,103.8513365,4.399493,113.9913832,MIRI,Malaysia
M,SIN,SIN,EWR,NYC,International,22-Jul,31,1.2830173,103.8513365,40.7527262,-73.9772294,NEW YORK,United States of America
M,SIN,SIN,KTM,KTM,International,22-Jul,36,1.2830173,103.8513365,27.7172453,85.3239605,KATHMANDU,Nepal
M,SIN,SIN,AMS,AMS,International,22-Jul,31,1.2830173,103.8513365,52.3675734,4.9041389,AMSTERDAM,Netherlands
M,SIN,SIN,PER,PER,International,22-Jul,21,1.2830173,103.8513365,-31.9513993,115.8616783,PERTH,Australia
L,SIN,SIN,DPS,DPS,International,22-Jul,31,1.2830173,103.8513365,-8.3405389,115.0919509,BALI ISLAND,Indonesia
L,SIN,SIN,MNL,MNL,International,22-Jul,13,1.2830173,103.8513365,14.5995124,120.9842195,MANILA,Philippines
M,SIN,SIN,NRT,TYO,International,22-Jul,21,1.2830173,103.8513365,35.6811673,139.7670516,TOKYO,Japan
L,SIN,SIN,ATQ,ATQ,International,22-Jul,22,1.2830173,103.8513365,31.6339793,74.8722642,AMRITSAR,India (including Andaman Isl.)
M,SIN,SIN,MAA,MAA,International,22-Jul,31,1.2830173,103.8513365,13.0930694,80.2888899,CHENNAI,India (including Andaman Isl.)
M,SIN,SIN,IST,IST,International,22-Jul,31,1.2830173,103.8513365,41.0082376,28.9783589,ISTANBUL,Turkey
M,SIN,SIN,KHN,KHN,International,22-Jul,1,1.2830173,103.8513365,28.6820199,115.8579399,NANCHANG,"China, People’s Republic of"
M,SIN,SIN,ICN,SEL,International,22-Jul,8,1.2830173,103.8513365,37.5652129,126.9773517,SEOUL,Korea (Rep. of)
M,SIN,SIN,HEL,HEL,International,22-Jul,25,1.2830173,103.8513365,60.1698557,24.938379,HELSINKI,Finland
L,SIN,SIN,MNL,MNL,International,22-Jul,18,1.2830173,103.8513365,14.5995124,120.9842195,MANILA,Philippines
M,SIN,SIN,PER,PER,International,22-Jul,31,1.2830173,103.8513365,-31.9513993,115.8616783,PERTH,Australia
M,SIN,SIN,KUL,KUL,International,22-Jul,63,1.2830173,103.8513365,3.1319197,101.6840589,KUALA LUMPUR,Malaysia
M,SIN,SIN,DEL,DEL,International,22-Jul,31,1.2830173,103.8513365,28.7040592,77.1024902,DELHI,India (including Andaman Isl.)
M,SIN,SIN,HAN,HAN,International,22-Jul,16,1.2830173,103.8513365,21.0277644,105.8341598,HANOI,Vietnam
L,SIN,SIN,CGK,JKT,International,22-Jul,6,1.2830173,103.8513365,-6.1944491,106.8229198,JAKARTA,Indonesia
M,SIN,SIN,CMB,CMB,International,22-Jul,4,1.2830173,103.8513365,6.9270786,79.861243,COLOMBO,Sri Lanka
M,SIN,SIN,COK,COK,International,22-Jul,31,1.2830173,103.8513365,9.9312328,76.2673041,KOCHI,India (including Andaman Isl.)
L,SIN,SIN,VTE,VTE,International,22-Jul,13,1.2830173,103.8513365,17.9757058,102.6331035,VIENTIANE,Lao People’s Dem. Rep.
M,SIN,SIN,HYD,HYD,International,22-Jul,31,1.2830173,103.8513365,17.406498,78.4772439,HYDERABAD,India (including Andaman Isl.)
L,SIN,SIN,HKG,HKG,International,22-Jul,31,1.2830173,103.8513365,22.3193039,114.1693611,HONG KONG,"Hong Kong (SAR), China"
M,SIN,SIN,DXB,DXB,International,22-Jul,26,1.2830173,103.8513365,25.2048493,55.2707828,DUBAI,United Arab Emirates
M,SIN,SIN,REP,REP,International,22-Jul,31,1.2830173,103.8513365,13.3632533,103.856403,SIEM REAP,Cambodia
M,SIN,SIN,DXB,DXB,International,22-Jul,2,1.2830173,103.8513365,25.2048493,55.2707828,DUBAI,United Arab Emirates
L,SIN,SIN,MNL,MNL,International,22-Jul,66,1.2830173,103.8513365,14.5995124,120.9842195,MANILA,Philippines
L,SIN,SIN,DAD,DAD,International,22-Jul,18,1.2830173,103.8513365,16.0544068,108.2021667,DA NANG,Vietnam
M,SIN,SIN,KTM,KTM,International,22-Jul,4,1.2830173,103.8513365,27.7172453,85.3239605,KATHMANDU,Nepal
M,SIN,SIN,SZX,SZX,International,22-Jul,3,1.2830173,103.8513365,22.5428599,114.05956,SHENZHEN,"China, People’s Republic of"
M,SIN,SIN,RGN,RGN,International,22-Jul,20,1.2830173,103.8513365,16.840939,96.173526,YANGON,Myanmar
L,SIN,SIN,CRK,CRK,International,22-Jul,58,1.2830173,103.8513365,#N/A,#N/A,#N/A,#N/A
M,SIN,SIN,CGK,JKT,International,22-Jul,1,1.2830173,103.8513365,-6.1944491,106.8229198,JAKARTA,Indonesia
M,SIN,SIN,PNH,PNH,International,22-Jul,79,1.2830173,103.8513365,11.5563738,104.9282099,PHNOM PENH,Cambodia
M,SIN,SIN,HND,TYO,International,22-Jul,17,1.2830173,103.8513365,35.6811673,139.7670516,TOKYO,Japan
M,SIN,SIN,DXB,DXB,International,22-Jul,1,1.2830173,103.8513365,25.2048493,55.2707828,DUBAI,United Arab Emirates
L,SIN,SIN,CGK,JKT,International,22-Jul,168,1.2830173,103.8513365,-6.1944491,106.8229198,JAKARTA,Indonesia
M,SIN,SIN,FRA,FRA,International,22-Jul,29,1.2830173,103.8513365,50.1109221,8.6821267,FRANKFURT,Germany
L,SIN,SIN,MNL,MNL,International,22-Jul,71,1.2830173,103.8513365,14.5995124,120.9842195,MANILA,Philippines
M,SIN,SIN,NKG,NKG,International,22-Jul,3,1.2830173,103.8513365,32.0583799,118.79647,NANJING,"China, People’s Republic of"
M,SIN,SIN,HAN,HAN,International,22-Jul,27,1.2830173,103.8513365,21.0277644,105.8341598,HANOI,Vietnam
M,SIN,SIN,MAA,MAA,International,22-Jul,31,1.2830173,103.8513365,13.0930694,80.2888899,CHENNAI,India (including Andaman Isl.)
M,SIN,SIN,BOM,BOM,International,22-Jul,10,1.2830173,103.8513365,19.0759837,72.8776559,MUMBAI,India (including Andaman Isl.)
M,SIN,SIN,RGN,RGN,International,22-Jul,13,1.2830173,103.8513365,16.840939,96.173526,YANGON,Myanmar
M,SIN,SIN,SYD,SYD,International,22-Jul,5,1.2830173,103.8513365,-33.8688197,151.2092955,SYDNEY,Australia
M,SIN,SIN,CMB,CMB,International,22-Jul,6,1.2830173,103.8513365,6.9270786,79.861243,COLOMBO,Sri Lanka
M,SIN,SIN,BNE,BNE,International,22-Jul,31,1.2830173,103.8513365,-27.4704528,153.0260341,BRISBANE,Australia
M,SIN,SIN,SFO,SFO,International,22-Jul,30,1.2830173,103.8513365,37.7749295,-122.4194155,SAN FRANCISCO,United States of America
M,SIN,SIN,CMB,CMB,International,22-Jul,1,1.2830173,103.8513365,6.9270786,79.861243,COLOMBO,Sri Lanka
M,SIN,SIN,HND,TYO,International,22-Jul,21,1.2830173,103.8513365,35.6811673,139.7670516,TOKYO,Japan
M,SIN,SIN,DXB,DXB,International,22-Jul,30,1.2830173,103.8513365,25.2048493,55.2707828,DUBAI,United Arab Emirates
L,SIN,SIN,CEB,CEB,International,22-Jul,7,1.2830173,103.8513365,10.3156992,123.8854366,CEBU,Philippines
L,SIN,SIN,IXM,IXM,International,22-Jul,9,1.2830173,103.8513365,9.9252007,78.1197754,MADURAI,India (including Andaman Isl.)
M,SIN,SIN,CGK,JKT,International,22-Jul,75,1.2830173,103.8513365,-6.1944491,106.8229198,JAKARTA,Indonesia
M,SIN,SIN,DXB,DXB,International,22-Jul,3,1.2830173,103.8513365,25.2048493,55.2707828,DUBAI,United Arab Emirates
M,SIN,SIN,BWN,BWN,International,22-Jul,22,1.2830173,103.8513365,4.8923413,114.9419021,BANDAR SERI BEGAWAN,Brunei Darussalam
L,SIN,SIN,IPH,IPH,International,22-Jul,76,1.2830173,103.8513365,4.6005126,101.0757837,IPOH,Malaysia
M,SIN,SIN,DAC,DAC,International,22-Jul,31,1.2830173,103.8513365,23.804093,90.4152376,DHAKA,Bangladesh
L,SIN,SIN,DRW,DRW,International,22-Jul,18,1.2830173,103.8513365,-12.4637333,130.8444446,DARWIN,Australia
M,SIN,SIN,CGK,JKT,International,22-Jul,9,1.2830173,103.8513365,-6.1944491,106.8229198,JAKARTA,Indonesia
M,SIN,SIN,HKG,HKG,International,22-Jul,31,1.2830173,103.8513365,22.3193039,114.1693611,HONG KONG,"Hong Kong (SAR), China"
M,SIN,SIN,KUL,KUL,International,22-Jul,91,1.2830173,103.8513365,3.1319197,101.6840589,KUALA LUMPUR,Malaysia
M,SIN,SIN,MUC,MUC,International,22-Jul,22,1.2830173,103.8513365,48.1351253,11.5819806,MUNICH,Germany
L,SIN,SIN,VTZ,VTZ,International,22-Jul,23,1.2830173,103.8513365,17.6868159,83.2184815,VISHAKHAPATNAM,India (including Andaman Isl.)
L,SIN,SIN,HAN,HAN,International,22-Jul,31,1.2830173,103.8513365,21.0277644,105.8341598,HANOI,Vietnam
M,SIN,SIN,BKK,BKK,International,22-Jul,55,1.2830173,103.8513365,13.7563309,100.5017651,BANGKOK,Thailand
M,SIN,SIN,DOH,DOH,International,22-Jul,30,1.2830173,103.8513365,25.2854473,51.5310398,DOHA,Qatar
M,SIN,SIN,FRA,FRA,International,22-Jul,31,1.2830173,103.8513365,50.1109221,8.6821267,FRANKFURT,Germany
M,SIN,SIN,CTU,CTU,International,22-Jul,4,1.2830173,103.8513365,30.5722599,104.0665099,CHENGDU,"China, People’s Republic of"
L,SIN,SIN,ATH,ATH,International,22-Jul,18,1.2830173,103.8513365,37.9838096,23.7275388,ATHENS,Greece
M,SIN,SIN,HND,TYO,International,22-Jul,13,1.2830173,103.8513365,35.6811673,139.7670516,TOKYO,Japan
M,SIN,SIN,MLE,MLE,International,22-Jul,61,1.2830173,103.8513365,4.1752709,73.5091172,MALE,Maldives
L,SIN,SIN,DPS,DPS,International,22-Jul,159,1.2830173,103.8513365,-8.3405389,115.0919509,BALI ISLAND,Indonesia
M,SIN,SIN,JNB,JNB,International,22-Jul,31,1.2830173,103.8513365,-26.205647,28.0337185,JOHANNESBURG,South Africa
M,SIN,SIN,KCH,KCH,International,22-Jul,10,1.2830173,103.8513365,1.5533785,110.359503,KUCHING,Malaysia
L,SIN,SIN,CEB,CEB,International,22-Jul,23,1.2830173,103.8513365,10.3156992,123.8854366,CEBU,Philippines
L,SIN,SIN,DAD,DAD,International,22-Jul,14,1.2830173,103.8513365,16.0544068,108.2021667,DA NANG,Vietnam
M,SIN,SIN,CGK,JKT,International,22-Jul,30,1.2830173,103.8513365,-6.1944491,106.8229198,JAKARTA,Indonesia
M,SIN,SIN,YVR,YVR,International,22-Jul,13,1.2830173,103.8513365,49.2827291,-123.1207375,VANCOUVER,Canada
M,SIN,SIN,DPS,DPS,International,22-Jul,11,1.2830173,103.8513365,-8.3405389,115.0919509,BALI ISLAND,Indonesia
M,SIN,SIN,POM,POM,International,22-Jul,22,1.2830173,103.8513365,-9.4790043,147.1494164,PORT MORESBY,Papua New Guinea
M,SIN,SIN,CNS,CNS,International,22-Jul,23,1.2830173,103.8513365,-16.9203476,145.7709529,CAIRNS,Australia
M,SIN,SIN,DEL,DEL,International,22-Jul,31,1.2830173,103.8513365,28.7040592,77.1024902,DELHI,India (including Andaman Isl.)
L,SIN,SIN,TRV,TRV,International,22-Jul,31,1.2830173,103.8513365,8.5241391,76.9366376,THIRUVANANTHAPURAM,India (including Andaman Isl.)
L,SIN,SIN,SGN,SGN,International,22-Jul,22,1.2830173,103.8513365,10.8230989,106.6296638,HO CHI MINH CITY,Vietnam
M,SIN,SIN,LHR,LON,International,22-Jul,90,1.2830173,103.8513365,51.5031653,-0.1123051,LONDON,United Kingdom
M,SIN,SIN,HKG,HKG,International,22-Jul,13,1.2830173,103.8513365,22.3193039,114.1693611,HONG KONG,"Hong Kong (SAR), China"
L,SIN,SIN,BKK,BKK,International,22-Jul,21,1.2830173,103.8513365,13.7563309,100.5017651,BANGKOK,Thailand
L,SIN,SIN,LGK,LGK,International,22-Jul,36,1.2830173,103.8513365,6.3661203,99.7798102,LANGKAWI,Malaysia
M,SIN,SIN,BOM,BOM,International,22-Jul,31,1.2830173,103.8513365,19.0759837,72.8776559,MUMBAI,India (including Andaman Isl.)
M,SIN,SIN,CCU,CCU,International,22-Jul,31,1.2830173,103.8513365,22.5743545,88.3628734,KOLKATA,India (including Andaman Isl.)
M,SIN,SIN,PVG,SHA,International,22-Jul,1,1.2830173,103.8513365,31.230416,121.473701,SHANGHAI,"China, People’s Republic of"
L,SIN,SIN,MEL,MEL,International,22-Jul,25,1.2830173,103.8513365,-37.8136276,144.9630576,MELBOURNE,Australia
L,SIN,SIN,KCH,KCH,International,22-Jul,85,1.2830173,103.8513365,1.5533785,110.359503,KUCHING,Malaysia
L,SIN,SIN,DVO,DVO,International,22-Jul,14,1.2830173,103.8513365,7.0736114,125.6110248,DAVAO,Philippines
L,SIN,SIN,SYD,SYD,International,22-Jul,44,1.2830173,103.8513365,-33.8688197,151.2092955,SYDNEY,Australia
M,SIN,SIN,DRW,DRW,International,22-Jul,21,1.2830173,103.8513365,-12.4637333,130.8444446,DARWIN,Australia
M,SIN,SIN,AUH,AUH,International,22-Jul,29,1.2830173,103.8513365,24.453884,54.3773438,ABU DHABI,United Arab Emirates
L,SIN,SIN,SUB,SUB,International,22-Jul,48,1.2830173,103.8513365,-7.2574719,112.7520883,SURABAYA,Indonesia
M,SIN,SIN,BWN,BWN,International,22-Jul,23,1.2830173,103.8513365,4.8923413,114.9419021,BANDAR SERI BEGAWAN,Brunei Darussalam
M,SIN,SIN,MEL,MEL,International,22-Jul,93,1.2830173,103.8513365,-37.8136276,144.9630576,MELBOURNE,Australia
M,SIN,SIN,AMS,AMS,International,22-Jul,31,1.2830173,103.8513365,52.3675734,4.9041389,AMSTERDAM,Netherlands
M,SIN,SIN,HKT,HKT,International,22-Jul,9,1.2830173,103.8513365,7.8804479,98.3922504,PHUKET,Thailand
M,SIN,SIN,IST,IST,International,22-Jul,18,1.2830173,103.8513365,41.0082376,28.9783589,ISTANBUL,Turkey
M,SIN,SIN,SYD,SYD,International,22-Jul,31,1.2830173,103.8513365,-33.8688197,151.2092955,SYDNEY,Australia
L,SIN,SIN,BKI,BKI,International,22-Jul,36,1.2830173,103.8513365,5.9843644,116.077344,KOTA KINABALU,Malaysia
M,SIN,SIN,LAX,LAX,International,22-Jul,45,1.2830173,103.8513365,34.0549076,-118.242643,LOS ANGELES,United States of America
M,SIN,SIN,AKL,AKL,International,22-Jul,8,1.2830173,103.8513365,-36.8508827,174.7644881,AUCKLAND,New Zealand
M,SIN,SIN,MLE,MLE,International,22-Jul,1,1.2830173,103.8513365,4.1752709,73.5091172,MALE,Maldives
M,SIN,SIN,TPE,TPE,International,22-Jul,53,1.2830173,103.8513365,25.0329636,121.5654268,TAIPEI,Chinese Taipei
M,SIN,SIN,CAN,CAN,International,22-Jul,1,1.2830173,103.8513365,23.1290799,113.26436,GUANGZHOU,"China, People’s Republic of"
M,SIN,SIN,SFO,SFO,International,22-Jul,32,1.2830173,103.8513365,37.7749295,-122.4194155,SAN FRANCISCO,United States of America
M,SIN,SIN,MLE,MLE,International,22-Jul,18,1.2830173,103.8513365,4.1752709,73.5091172,MALE,Maldives
M,SIN,SIN,RGN,RGN,International,22-Jul,27,1.2830173,103.8513365,16.840939,96.173526,YANGON,Myanmar
M,SIN,SIN,FUK,FUK,International,22-Jul,9,1.2830173,103.8513365,33.5901838,130.4016888,FUKUOKA,Japan
L,SIN,SIN,PEN,PEN,International,22-Jul,192,1.2830173,103.8513365,5.2632341,100.4846227,PENANG,Malaysia
M,SIN,SIN,TPE,TPE,International,22-Jul,14,1.2830173,103.8513365,25.0329636,121.5654268,TAIPEI,Chinese Taipei
M,SIN,SIN,KUL,KUL,International,22-Jul,9,1.2830173,103.8513365,3.1319197,101.6840589,KUALA LUMPUR,Malaysia
M,SIN,SIN,NGO,NGO,International,22-Jul,14,1.2830173,103.8513365,35.1814506,136.9065571,NAGOYA,Japan
M,SIN,SIN,DOH,DOH,International,22-Jul,14,1.2830173,103.8513365,25.2854473,51.5310398,DOHA,Qatar
M,SIN,SIN,HND,TYO,International,22-Jul,4,1.2830173,103.8513365,35.6811673,139.7670516,TOKYO,Japan
M,SIN,SIN,AKL,AKL,International,22-Jul,31,1.2830173,103.8513365,-36.8508827,174.7644881,AUCKLAND,New Zealand
M,SIN,SIN,TPE,TPE,International,22-Jul,2,1.2830173,103.8513365,25.0329636,121.5654268,TAIPEI,Chinese Taipei
M,SIN,SIN,HAN,HAN,International,22-Jul,9,1.2830173,103.8513365,21.0277644,105.8341598,HANOI,Vietnam
M,SIN,SIN,LHR,LON,International,22-Jul,31,1.2830173,103.8513365,51.5031653,-0.1123051,LONDON,United Kingdom
L,SIN,SIN,MFM,MFM,International,22-Jul,13,1.2830173,103.8513365,22.198745,113.543873,MACAO,"Macao (SAR), China"
M,SIN,SIN,KNO,MES,International,22-Jul,45,1.2830173,103.8513365,3.5951956,98.6722227,MEDAN,Indonesia
M,SIN,SIN,BOM,BOM,International,22-Jul,31,1.2830173,103.8513365,19.0759837,72.8776559,MUMBAI,India (including Andaman Isl.)
M,SIN,SIN,SYD,SYD,International,22-Jul,31,1.2830173,103.8513365,-33.8688197,151.2092955,SYDNEY,Australia
L,SIN,SIN,CJB,CJB,International,22-Jul,31,1.2830173,103.8513365,11.0168445,76.9558321,COIMBATORE,India (including Andaman Isl.)
M,SIN,SIN,FRA,FRA,International,22-Jul,2,1.2830173,103.8513365,50.1109221,8.6821267,FRANKFURT,Germany
L,SIN,SIN,BKK,BKK,International,22-Jul,31,1.2830173,103.8513365,13.7563309,100.5017651,BANGKOK,Thailand
L,SIN,SIN,KBV,KBV,International,22-Jul,12,1.2830173,103.8513365,8.1191811,99.1013498,KRABI,Thailand
M,SIN,SIN,HAN,HAN,International,22-Jul,1,1.2830173,103.8513365,21.0277644,105.8341598,HANOI,Vietnam
M,SIN,SIN,SYD,SYD,International,22-Jul,26,1.2830173,103.8513365,-33.8688197,151.2092955,SYDNEY,Australia
M,SIN,SIN,HKT,HKT,International,22-Jul,124,1.2830173,103.8513365,7.8804479,98.3922504,PHUKET,Thailand
M,SIN,SIN,DAD,DAD,International,22-Jul,17,1.2830173,103.8513365,16.0544068,108.2021667,DA NANG,Vietnam
M,SIN,SIN,CGO,CGO,International,22-Jul,3,1.2830173,103.8513365,34.7472499,113.62493,ZHENGZHOU,"China, People’s Republic of"
L,SIN,SIN,AUH,AUH,International,22-Jul,7,1.2830173,103.8513365,24.453884,54.3773438,ABU DHABI,United Arab Emirates
L,SIN,SIN,HKG,HKG,International,22-Jul,4,1.2830173,103.8513365,22.3193039,114.1693611,HONG KONG,"Hong Kong (SAR), China"
M,SIN,SIN,DAC,DAC,International,22-Jul,36,1.2830173,103.8513365,23.804093,90.4152376,DHAKA,Bangladesh
M,SIN,SIN,CMB,CMB,International,22-Jul,11,1.2830173,103.8513365,6.9270786,79.861243,COLOMBO,Sri Lanka
M,SIN,SIN,LHR,LON,International,22-Jul,31,1.2830173,103.8513365,51.5031653,-0.1123051,LONDON,United Kingdom
M,SIN,SIN,FRA,FRA,International,22-Jul,31,1.2830173,103.8513365,50.1109221,8.6821267,FRANKFURT,Germany
L,SIN,SIN,TPE,TPE,International,22-Jul,17,1.2830173,103.8513365,25.0329636,121.5654268,TAIPEI,Chinese Taipei
M,SIN,SIN,ZRH,ZRH,International,22-Jul,17,1.2830173,103.8513365,47.3768866,8.541694,ZURICH,Switzerland
